,cell,cyc,soc_label,mode_label,capacity,c1_15_power_var,SOC,Mode,Scenario,,,,
231,b1c0,389,-2,0,1.0499117,0.001850458,H(100-70%),Discharge,Discharge_H(100-70%),,,1149,8.260688543
232,b1c0,389,-2,0,1.0499117,4.319390774,H(100-70%),Discharge,Discharge_H(100-70%),,,1154,8.298841036
233,b1c0,389,-2,0,1.0499117,3.336347818,H(100-70%),Discharge,Discharge_H(100-70%),,,1159,8.175498248
234,b1c0,394,-2,0,1.0636747,4.729196548,H(100-70%),Discharge,Discharge_H(100-70%),,,1164,8.023602879
235,b1c0,394,-2,0,1.0636747,0.001521679,H(100-70%),Discharge,Discharge_H(100-70%),,,1169,8.435318224
236,b1c0,394,-2,0,1.0636747,3.456015587,H(100-70%),Discharge,Discharge_H(100-70%),,,1174,8.296586996
237,b1c0,399,-2,0,1.0652326,0.001594007,H(100-70%),Discharge,Discharge_H(100-70%),,,1179,7.616457634
238,b1c0,399,-2,0,1.0652326,3.233540297,H(100-70%),Discharge,Discharge_H(100-70%),,,1184,8.581035542
239,b1c0,399,-2,0,1.0652326,4.328047752,H(100-70%),Discharge,Discharge_H(100-70%),,,1189,7.622256998
240,b1c0,404,-2,0,1.058076,3.424262047,H(100-70%),Discharge,Discharge_H(100-70%),,,1194,7.946219255
241,b1c0,404,-2,0,1.058076,0.001780905,H(100-70%),Discharge,Discharge_H(100-70%),,,1199,8.199628003
242,b1c0,404,-2,0,1.058076,4.272961617,H(100-70%),Discharge,Discharge_H(100-70%),,,1204,8.392739311
243,b1c0,409,-2,0,1.0669585,4.394802094,H(100-70%),Discharge,Discharge_H(100-70%),,,1209,8.711812718
244,b1c0,409,-2,0,1.0669585,0.001635534,H(100-70%),Discharge,Discharge_H(100-70%),,,1214,7.743326423
245,b1c0,409,-2,0,1.0669585,3.233190775,H(100-70%),Discharge,Discharge_H(100-70%),,,1219,7.733696246
246,b1c0,414,-2,0,1.0556192,4.422091007,H(100-70%),Discharge,Discharge_H(100-70%),,,1224,8.103516567
247,b1c0,414,-2,0,1.0556192,0.001457171,H(100-70%),Discharge,Discharge_H(100-70%),,,1229,8.190267414
248,b1c0,414,-2,0,1.0556192,3.42839694,H(100-70%),Discharge,Discharge_H(100-70%),,,1234,7.732918978
249,b1c0,419,-2,0,1.0669073,4.695496082,H(100-70%),Discharge,Discharge_H(100-70%),,,1239,8.254214803
250,b1c0,419,-2,0,1.0669073,0.001519084,H(100-70%),Discharge,Discharge_H(100-70%),,,1244,7.81355044
251,b1c0,419,-2,0,1.0669073,3.614160061,H(100-70%),Discharge,Discharge_H(100-70%),,,1249,8.08368531
252,b1c0,424,-2,0,1.0638028,3.495709181,H(100-70%),Discharge,Discharge_H(100-70%),,,1254,7.592239279
253,b1c0,424,-2,0,1.0638028,4.435628414,H(100-70%),Discharge,Discharge_H(100-70%),,,1259,8.816174358
254,b1c0,424,-2,0,1.0638028,0.001681817,H(100-70%),Discharge,Discharge_H(100-70%),,,1264,7.533838629
255,b1c0,429,-2,0,1.0622097,3.643936396,H(100-70%),Discharge,Discharge_H(100-70%),,,1269,8.034516414
256,b1c0,429,-2,0,1.0622097,0.001444253,H(100-70%),Discharge,Discharge_H(100-70%),,,1274,8.764725937
257,b1c0,429,-2,0,1.0622097,4.82849741,H(100-70%),Discharge,Discharge_H(100-70%),,,1279,7.904409569
258,b1c0,434,-2,0,1.0560426,4.714795113,H(100-70%),Discharge,Discharge_H(100-70%),,,1284,8.248571144
259,b1c0,434,-2,0,1.0560426,0.001591874,H(100-70%),Discharge,Discharge_H(100-70%),,,1289,8.498261458
260,b1c0,434,-2,0,1.0560426,3.615538597,H(100-70%),Discharge,Discharge_H(100-70%),,,1294,8.151377829
261,b1c0,439,-2,0,1.0605631,4.412102222,H(100-70%),Discharge,Discharge_H(100-70%),,,1299,8.574874803
262,b1c0,439,-2,0,1.0605631,0.001448351,H(100-70%),Discharge,Discharge_H(100-70%),,,1304,8.982792988
263,b1c0,439,-2,0,1.0605631,3.178826571,H(100-70%),Discharge,Discharge_H(100-70%),,,1309,8.35746299
264,b1c0,444,-2,0,1.0656309,3.54180932,H(100-70%),Discharge,Discharge_H(100-70%),,,1314,7.794816307
265,b1c0,444,-2,0,1.0656309,4.525764942,H(100-70%),Discharge,Discharge_H(100-70%),,,1319,7.915494052
266,b1c0,444,-2,0,1.0656309,0.001655136,H(100-70%),Discharge,Discharge_H(100-70%),,,1324,7.399517712
267,b1c0,449,-2,0,1.0652808,0.001614846,H(100-70%),Discharge,Discharge_H(100-70%),,,1329,7.127476525
268,b1c0,449,-2,0,1.0652808,3.620169878,H(100-70%),Discharge,Discharge_H(100-70%),,,1334,8.563007201
269,b1c0,449,-2,0,1.0652808,4.720523357,H(100-70%),Discharge,Discharge_H(100-70%),,,1339,8.32321988
270,b1c0,454,-2,0,1.0647039,0.001444805,H(100-70%),Discharge,Discharge_H(100-70%),,,1344,8.317990346
271,b1c0,454,-2,0,1.0647039,3.202351332,H(100-70%),Discharge,Discharge_H(100-70%),,,1349,8.594495273
272,b1c0,454,-2,0,1.0647039,4.186379433,H(100-70%),Discharge,Discharge_H(100-70%),,,1354,8.849730034
273,b1c0,459,-2,0,1.060768,0.001638766,H(100-70%),Discharge,Discharge_H(100-70%),,,1359,8.041230793
274,b1c0,459,-2,0,1.060768,3.481828928,H(100-70%),Discharge,Discharge_H(100-70%),,,1364,8.526530748
275,b1c0,459,-2,0,1.060768,4.559535027,H(100-70%),Discharge,Discharge_H(100-70%),,,1369,8.609162703
276,b1c0,464,-2,0,1.062016,3.429365873,H(100-70%),Discharge,Discharge_H(100-70%),,,1374,8.904254984
277,b1c0,464,-2,0,1.062016,4.475884438,H(100-70%),Discharge,Discharge_H(100-70%),,,1379,8.354450803
278,b1c0,464,-2,0,1.062016,0.001566141,H(100-70%),Discharge,Discharge_H(100-70%),,,1384,8.519077555
279,b1c0,469,-2,0,1.0601008,4.23308754,H(100-70%),Discharge,Discharge_H(100-70%),,,1389,8.898578591
280,b1c0,469,-2,0,1.0601008,0.001589596,H(100-70%),Discharge,Discharge_H(100-70%),,,1394,9.050566079
281,b1c0,469,-2,0,1.0601008,3.280960083,H(100-70%),Discharge,Discharge_H(100-70%),,,1399,8.705887127
282,b1c0,474,-2,0,1.0647072,4.450729847,H(100-70%),Discharge,Discharge_H(100-70%),,,1404,8.47416881
283,b1c0,474,-2,0,1.0647072,0.001666665,H(100-70%),Discharge,Discharge_H(100-70%),,,1409,8.130231345
284,b1c0,474,-2,0,1.0647072,3.532082081,H(100-70%),Discharge,Discharge_H(100-70%),,,1414,9.01078748
285,b1c0,479,-2,0,1.0639844,4.400009155,H(100-70%),Discharge,Discharge_H(100-70%),,,1419,8.001054537
286,b1c0,479,-2,0,1.0639844,0.001437271,H(100-70%),Discharge,Discharge_H(100-70%),,,1424,9.149656296
287,b1c0,479,-2,0,1.0639844,3.451225042,H(100-70%),Discharge,Discharge_H(100-70%),,,1429,8.563279841
288,b1c0,484,-2,0,1.056636,4.65894413,H(100-70%),Discharge,Discharge_H(100-70%),,,1434,8.84278953
289,b1c0,484,-2,0,1.056636,0.002075303,H(100-70%),Discharge,Discharge_H(100-70%),,,1439,9.22358266
290,b1c0,484,-2,0,1.056636,3.655999899,H(100-70%),Discharge,Discharge_H(100-70%),,,1444,8.423394763
291,b1c0,489,-2,0,1.0610656,0.001439787,H(100-70%),Discharge,Discharge_H(100-70%),,,1449,8.644738363
292,b1c0,489,-2,0,1.0610656,3.697772026,H(100-70%),Discharge,Discharge_H(100-70%),,,1454,8.799084863
293,b1c0,489,-2,0,1.0610656,4.932181358,H(100-70%),Discharge,Discharge_H(100-70%),,,1459,8.033860841
294,b1c0,494,-2,0,1.06243,4.959749222,H(100-70%),Discharge,Discharge_H(100-70%),,,1464,8.714236567
295,b1c0,494,-2,0,1.06243,0.001500134,H(100-70%),Discharge,Discharge_H(100-70%),,,1469,9.326763877
296,b1c0,494,-2,0,1.06243,3.797462463,H(100-70%),Discharge,Discharge_H(100-70%),,,1474,8.766191276
297,b1c0,499,-2,0,1.0626481,4.48117733,H(100-70%),Discharge,Discharge_H(100-70%),,,1479,8.734573788
298,b1c0,499,-2,0,1.0626481,0.001591885,H(100-70%),Discharge,Discharge_H(100-70%),,,1484,8.984796354
299,b1c0,499,-2,0,1.0626481,3.335941792,H(100-70%),Discharge,Discharge_H(100-70%),,,1489,8.903333694
300,b1c0,504,-2,0,1.0604461,0.001697666,H(100-70%),Discharge,Discharge_H(100-70%),,,1494,11.86523463
301,b1c0,504,-2,0,1.0604461,4.410633087,H(100-70%),Discharge,Discharge_H(100-70%),,,1499,8.015490768
302,b1c0,504,-2,0,1.0604461,3.365429401,H(100-70%),Discharge,Discharge_H(100-70%),,,1504,9.019323723
303,b1c0,509,-2,0,1.0528724,4.637983322,H(100-70%),Discharge,Discharge_H(100-70%),,,1509,8.989040395
304,b1c0,509,-2,0,1.0528724,0.001781144,H(100-70%),Discharge,Discharge_H(100-70%),,,1514,8.990485888
305,b1c0,509,-2,0,1.0528724,3.519922495,H(100-70%),Discharge,Discharge_H(100-70%),,,1519,8.771263824
306,b1c0,514,-2,0,1.061681,0.001561104,H(100-70%),Discharge,Discharge_H(100-70%),,,1524,8.617577388
307,b1c0,514,-2,0,1.061681,3.51638484,H(100-70%),Discharge,Discharge_H(100-70%),,,1529,8.578359037
308,b1c0,514,-2,0,1.061681,4.429833889,H(100-70%),Discharge,Discharge_H(100-70%),,,1534,9.528930548
309,b1c0,519,-2,0,1.0564709,0.001534092,H(100-70%),Discharge,Discharge_H(100-70%),,,1539,8.799289835
310,b1c0,519,-2,0,1.0564709,3.738800764,H(100-70%),Discharge,Discharge_H(100-70%),,,1544,8.38926495
311,b1c0,519,-2,0,1.0564709,4.840341568,H(100-70%),Discharge,Discharge_H(100-70%),,,1549,8.568067457
312,b1c0,524,-2,0,1.0612289,4.308197021,H(100-70%),Discharge,Discharge_H(100-70%),,,1554,8.579536668
313,b1c0,524,-2,0,1.0612289,0.001824671,H(100-70%),Discharge,Discharge_H(100-70%),,,1559,8.736084145
314,b1c0,524,-2,0,1.0612289,3.30643487,H(100-70%),Discharge,Discharge_H(100-70%),,,1564,9.083615054
315,b1c0,529,-2,0,1.0606207,4.84388113,H(100-70%),Discharge,Discharge_H(100-70%),,,1569,9.096253205
316,b1c0,529,-2,0,1.0606207,0.001474607,H(100-70%),Discharge,Discharge_H(100-70%),,,1574,8.258196592
317,b1c0,529,-2,0,1.0606207,3.618677139,H(100-70%),Discharge,Discharge_H(100-70%),,,1579,8.668229705
318,b1c0,534,-2,0,1.0489055,3.453624725,H(100-70%),Discharge,Discharge_H(100-70%),,,1584,9.08316151
319,b1c0,534,-2,0,1.0489055,0.001726527,H(100-70%),Discharge,Discharge_H(100-70%),,,1589,9.862384919
320,b1c0,534,-2,0,1.0489055,4.300123692,H(100-70%),Discharge,Discharge_H(100-70%),,,1594,8.891462247
321,b1c0,539,-2,0,1.0576135,4.887700558,H(100-70%),Discharge,Discharge_H(100-70%),,,1599,9.376695784
322,b1c0,539,-2,0,1.0576135,0.001860721,H(100-70%),Discharge,Discharge_H(100-70%),,,1604,9.168140003
323,b1c0,539,-2,0,1.0576135,3.597258091,H(100-70%),Discharge,Discharge_H(100-70%),,,1609,9.286580923
324,b1c0,544,-2,0,1.0491639,5.00042963,H(100-70%),Discharge,Discharge_H(100-70%),,,1614,8.170568539
325,b1c0,544,-2,0,1.0491639,0.001628626,H(100-70%),Discharge,Discharge_H(100-70%),,,1619,9.197997839
326,b1c0,544,-2,0,1.0491639,3.878388166,H(100-70%),Discharge,Discharge_H(100-70%),,,1624,8.819426691
327,b1c0,549,-2,0,1.0370495,3.62847662,H(100-70%),Discharge,Discharge_H(100-70%),,,1629,8.629613326
328,b1c0,549,-2,0,1.0370495,0.001700736,H(100-70%),Discharge,Discharge_H(100-70%),,,1634,8.422090584
329,b1c0,549,-2,0,1.0370495,4.870924473,H(100-70%),Discharge,Discharge_H(100-70%),,,1639,8.406036022
330,b1c0,554,-2,0,1.0553007,4.541903019,H(100-70%),Discharge,Discharge_H(100-70%),,,1644,8.617172834
331,b1c0,554,-2,0,1.0553007,0.001546342,H(100-70%),Discharge,Discharge_H(100-70%),,,1649,8.999918596
332,b1c0,554,-2,0,1.0553007,3.555239916,H(100-70%),Discharge,Discharge_H(100-70%),,,1654,8.654724921
333,b1c0,559,-2,0,1.0585767,4.637960911,H(100-70%),Discharge,Discharge_H(100-70%),,,1659,9.372289717
334,b1c0,559,-2,0,1.0585767,0.001638745,H(100-70%),Discharge,Discharge_H(100-70%),,,1664,9.328275368
335,b1c0,559,-2,0,1.0585767,3.542595387,H(100-70%),Discharge,Discharge_H(100-70%),,,1669,8.818682769
336,b1c0,564,-2,0,1.0471743,4.629858971,H(100-70%),Discharge,Discharge_H(100-70%),,,1674,8.623528206
337,b1c0,564,-2,0,1.0471743,0.001339531,H(100-70%),Discharge,Discharge_H(100-70%),,,1679,9.317230324
338,b1c0,564,-2,0,1.0471743,3.605194569,H(100-70%),Discharge,Discharge_H(100-70%),,,1684,8.30433508
339,b1c0,569,-2,0,1.0594428,3.538099527,H(100-70%),Discharge,Discharge_H(100-70%),,,1689,8.02620397
340,b1c0,569,-2,0,1.0594428,4.481960297,H(100-70%),Discharge,Discharge_H(100-70%),,,1694,8.98127104
341,b1c0,569,-2,0,1.0594428,0.001618182,H(100-70%),Discharge,Discharge_H(100-70%),,,1699,8.62556029
342,b1c0,574,-2,0,1.0570328,0.001713688,H(100-70%),Discharge,Discharge_H(100-70%),,,1704,9.561637538
343,b1c0,574,-2,0,1.0570328,3.679339886,H(100-70%),Discharge,Discharge_H(100-70%),,,1709,9.874907927
344,b1c0,574,-2,0,1.0570328,4.782919407,H(100-70%),Discharge,Discharge_H(100-70%),,,1714,8.584833278
345,b1c0,579,-2,0,1.046486,3.70499301,H(100-70%),Discharge,Discharge_H(100-70%),,,1719,12.1485153
346,b1c0,579,-2,0,1.046486,0.001721541,H(100-70%),Discharge,Discharge_H(100-70%),,,1724,9.830510256
347,b1c0,579,-2,0,1.046486,4.622896671,H(100-70%),Discharge,Discharge_H(100-70%),,,1729,8.228558719
348,b1c0,584,-2,0,1.0500448,4.687114716,H(100-70%),Discharge,Discharge_H(100-70%),,,1734,8.779187549
349,b1c0,584,-2,0,1.0500448,0.001560897,H(100-70%),Discharge,Discharge_H(100-70%),,,1739,8.490354478
350,b1c0,584,-2,0,1.0500448,3.614793062,H(100-70%),Discharge,Discharge_H(100-70%),,,1744,9.388761027
351,b1c0,589,-2,0,1.0585301,4.340739727,H(100-70%),Discharge,Discharge_H(100-70%),,,1749,9.454923558
352,b1c0,589,-2,0,1.0585301,0.001536229,H(100-70%),Discharge,Discharge_H(100-70%),,,1754,8.538645031
353,b1c0,589,-2,0,1.0585301,3.241651535,H(100-70%),Discharge,Discharge_H(100-70%),,,1759,8.917634467
354,b1c0,594,-2,0,1.0476447,4.514638424,H(100-70%),Discharge,Discharge_H(100-70%),,,1764,9.012690441
355,b1c0,594,-2,0,1.0476447,0.001635357,H(100-70%),Discharge,Discharge_H(100-70%),,,1769,9.225395745
356,b1c0,594,-2,0,1.0476447,3.576258659,H(100-70%),Discharge,Discharge_H(100-70%),,,1774,9.095322954
357,b1c0,599,-2,0,1.0565873,4.659833431,H(100-70%),Discharge,Discharge_H(100-70%),,,1779,8.766056233
358,b1c0,599,-2,0,1.0565873,0.001505286,H(100-70%),Discharge,Discharge_H(100-70%),,,1784,9.016797635
359,b1c0,599,-2,0,1.0565873,3.660782099,H(100-70%),Discharge,Discharge_H(100-70%),,,1789,9.360333075
360,b1c0,604,-2,0,1.0529571,0.001564921,H(100-70%),Discharge,Discharge_H(100-70%),,,1794,8.205431946
361,b1c0,604,-2,0,1.0529571,3.47826314,H(100-70%),Discharge,Discharge_H(100-70%),,,1799,8.531350713
362,b1c0,604,-2,0,1.0529571,4.507852077,H(100-70%),Discharge,Discharge_H(100-70%),,,1804,9.034857305
363,b1c0,609,-2,0,1.0461477,4.632165432,H(100-70%),Discharge,Discharge_H(100-70%),,,1809,9.052798534
364,b1c0,609,-2,0,1.0461477,0.001945218,H(100-70%),Discharge,Discharge_H(100-70%),,,1814,8.248051809
365,b1c0,609,-2,0,1.0461477,3.595719576,H(100-70%),Discharge,Discharge_H(100-70%),,,1819,8.650908127
366,b1c0,614,-2,0,1.0558203,4.567151546,H(100-70%),Discharge,Discharge_H(100-70%),,,1824,8.4745135
367,b1c0,614,-2,0,1.0558203,0.001415581,H(100-70%),Discharge,Discharge_H(100-70%),,,1829,9.105275714
368,b1c0,614,-2,0,1.0558203,3.60976696,H(100-70%),Discharge,Discharge_H(100-70%),,,1834,9.130467624
369,b1c0,619,-2,0,1.0560164,0.001319371,H(100-70%),Discharge,Discharge_H(100-70%),,,1839,8.989799693
370,b1c0,619,-2,0,1.0560164,4.579064369,H(100-70%),Discharge,Discharge_H(100-70%),,,1844,8.320873552
371,b1c0,619,-2,0,1.0560164,3.584252357,H(100-70%),Discharge,Discharge_H(100-70%),,,1849,8.877968508
372,b1c0,624,-2,0,1.0493277,4.389026165,H(100-70%),Discharge,Discharge_H(100-70%),,,총합계,3159.851052
373,b1c0,624,-2,0,1.0493277,0.001476531,H(100-70%),Discharge,Discharge_H(100-70%),,,,
374,b1c0,624,-2,0,1.0493277,3.532354832,H(100-70%),Discharge,Discharge_H(100-70%),,,,
375,b1c0,629,-2,0,1.0565324,0.001724597,H(100-70%),Discharge,Discharge_H(100-70%),,,,
376,b1c0,629,-2,0,1.0565324,3.471822262,H(100-70%),Discharge,Discharge_H(100-70%),,,,
377,b1c0,629,-2,0,1.0565324,4.44897747,H(100-70%),Discharge,Discharge_H(100-70%),,,,
378,b1c0,634,-2,0,1.0554826,0.001621515,H(100-70%),Discharge,Discharge_H(100-70%),,,,
379,b1c0,634,-2,0,1.0554826,3.897527933,H(100-70%),Discharge,Discharge_H(100-70%),,,,
380,b1c0,634,-2,0,1.0554826,4.896886826,H(100-70%),Discharge,Discharge_H(100-70%),,,,
381,b1c0,639,-2,0,1.0230192,4.618035793,H(100-70%),Discharge,Discharge_H(100-70%),,,,
382,b1c0,639,-2,0,1.0230192,0.001517222,H(100-70%),Discharge,Discharge_H(100-70%),,,,
383,b1c0,639,-2,0,1.0230192,3.639327049,H(100-70%),Discharge,Discharge_H(100-70%),,,,
384,b1c0,644,-2,0,1.0477357,4.431147575,H(100-70%),Discharge,Discharge_H(100-70%),,,,
385,b1c0,644,-2,0,1.0477357,0.001658708,H(100-70%),Discharge,Discharge_H(100-70%),,,,
386,b1c0,644,-2,0,1.0477357,3.47496748,H(100-70%),Discharge,Discharge_H(100-70%),,,,
387,b1c0,649,-2,0,1.0402925,3.654102325,H(100-70%),Discharge,Discharge_H(100-70%),,,,
388,b1c0,649,-2,0,1.0402925,0.001953781,H(100-70%),Discharge,Discharge_H(100-70%),,,,
389,b1c0,649,-2,0,1.0402925,4.85918808,H(100-70%),Discharge,Discharge_H(100-70%),,,,
390,b1c0,654,-2,0,1.0534018,4.440887928,H(100-70%),Discharge,Discharge_H(100-70%),,,,
391,b1c0,654,-2,0,1.0534018,0.001548898,H(100-70%),Discharge,Discharge_H(100-70%),,,,
392,b1c0,654,-2,0,1.0534018,3.357967377,H(100-70%),Discharge,Discharge_H(100-70%),,,,
393,b1c0,659,-2,0,1.0554252,4.957376003,H(100-70%),Discharge,Discharge_H(100-70%),,,,
394,b1c0,659,-2,0,1.0554252,0.001457175,H(100-70%),Discharge,Discharge_H(100-70%),,,,
395,b1c0,659,-2,0,1.0554252,3.817915678,H(100-70%),Discharge,Discharge_H(100-70%),,,,
396,b1c0,664,-2,0,1.0341693,3.520992517,H(100-70%),Discharge,Discharge_H(100-70%),,,,
397,b1c0,664,-2,0,1.0341693,0.001712271,H(100-70%),Discharge,Discharge_H(100-70%),,,,
398,b1c0,664,-2,0,1.0341693,4.669306755,H(100-70%),Discharge,Discharge_H(100-70%),,,,
399,b1c0,669,-2,0,1.0550795,4.966298103,H(100-70%),Discharge,Discharge_H(100-70%),,,,
400,b1c0,669,-2,0,1.0550795,0.001483421,H(100-70%),Discharge,Discharge_H(100-70%),,,,
401,b1c0,669,-2,0,1.0550795,3.796732426,H(100-70%),Discharge,Discharge_H(100-70%),,,,
402,b1c0,674,-2,0,1.0239289,4.854814529,H(100-70%),Discharge,Discharge_H(100-70%),,,,
403,b1c0,674,-2,0,1.0239289,0.001569045,H(100-70%),Discharge,Discharge_H(100-70%),,,,
404,b1c0,674,-2,0,1.0239289,3.921438932,H(100-70%),Discharge,Discharge_H(100-70%),,,,
405,b1c0,679,-2,0,1.0511117,4.584917068,H(100-70%),Discharge,Discharge_H(100-70%),,,,
406,b1c0,679,-2,0,1.0511117,0.001604041,H(100-70%),Discharge,Discharge_H(100-70%),,,,
407,b1c0,679,-2,0,1.0511117,3.621243954,H(100-70%),Discharge,Discharge_H(100-70%),,,,
408,b1c0,684,-2,0,1.0508434,4.075798512,H(100-70%),Discharge,Discharge_H(100-70%),,,,
409,b1c0,684,-2,0,1.0508434,5.122375965,H(100-70%),Discharge,Discharge_H(100-70%),,,,
410,b1c0,684,-2,0,1.0508434,0.001537281,H(100-70%),Discharge,Discharge_H(100-70%),,,,
411,b1c0,689,-2,0,1.0544376,0.001843086,H(100-70%),Discharge,Discharge_H(100-70%),,,,
412,b1c0,689,-2,0,1.0544376,3.338086605,H(100-70%),Discharge,Discharge_H(100-70%),,,,
413,b1c0,689,-2,0,1.0544376,4.401997089,H(100-70%),Discharge,Discharge_H(100-70%),,,,
414,b1c0,694,-2,0,1.0512079,3.599154472,H(100-70%),Discharge,Discharge_H(100-70%),,,,
415,b1c0,694,-2,0,1.0512079,0.001628248,H(100-70%),Discharge,Discharge_H(100-70%),,,,
416,b1c0,694,-2,0,1.0512079,4.722929478,H(100-70%),Discharge,Discharge_H(100-70%),,,,
417,b1c0,699,-2,0,1.0514075,4.64470768,H(100-70%),Discharge,Discharge_H(100-70%),,,,
418,b1c0,699,-2,0,1.0514075,0.001590781,H(100-70%),Discharge,Discharge_H(100-70%),,,,
419,b1c0,699,-2,0,1.0514075,3.584966183,H(100-70%),Discharge,Discharge_H(100-70%),,,,
420,b1c0,704,-2,0,1.0528573,4.114875317,H(100-70%),Discharge,Discharge_H(100-70%),,,,
421,b1c0,704,-2,0,1.0528573,0.00223098,H(100-70%),Discharge,Discharge_H(100-70%),,,,
422,b1c0,704,-2,0,1.0528573,3.201017141,H(100-70%),Discharge,Discharge_H(100-70%),,,,
423,b1c0,709,-2,0,1.0314293,4.412528038,H(100-70%),Discharge,Discharge_H(100-70%),,,,
424,b1c0,709,-2,0,1.0314293,0.001555018,H(100-70%),Discharge,Discharge_H(100-70%),,,,
425,b1c0,709,-2,0,1.0314293,3.316886902,H(100-70%),Discharge,Discharge_H(100-70%),,,,
426,b1c0,714,-2,0,1.0544344,4.568025112,H(100-70%),Discharge,Discharge_H(100-70%),,,,
427,b1c0,714,-2,0,1.0544344,0.001716418,H(100-70%),Discharge,Discharge_H(100-70%),,,,
428,b1c0,714,-2,0,1.0544344,3.531194448,H(100-70%),Discharge,Discharge_H(100-70%),,,,
429,b1c0,719,-2,0,1.0468082,0.001606113,H(100-70%),Discharge,Discharge_H(100-70%),,,,
430,b1c0,719,-2,0,1.0468082,3.584604979,H(100-70%),Discharge,Discharge_H(100-70%),,,,
431,b1c0,719,-2,0,1.0468082,4.750668526,H(100-70%),Discharge,Discharge_H(100-70%),,,,
432,b1c0,724,-2,0,1.0502402,4.55695343,H(100-70%),Discharge,Discharge_H(100-70%),,,,
433,b1c0,724,-2,0,1.0502402,0.001585394,H(100-70%),Discharge,Discharge_H(100-70%),,,,
434,b1c0,724,-2,0,1.0502402,3.51401782,H(100-70%),Discharge,Discharge_H(100-70%),,,,
435,b1c0,729,-2,0,1.0522059,4.781511307,H(100-70%),Discharge,Discharge_H(100-70%),,,,
436,b1c0,729,-2,0,1.0522059,0.001699472,H(100-70%),Discharge,Discharge_H(100-70%),,,,
437,b1c0,729,-2,0,1.0522059,3.701152325,H(100-70%),Discharge,Discharge_H(100-70%),,,,
438,b1c0,734,-2,0,1.0508047,0.001572617,H(100-70%),Discharge,Discharge_H(100-70%),,,,
439,b1c0,734,-2,0,1.0508047,5.499764442,H(100-70%),Discharge,Discharge_H(100-70%),,,,
440,b1c0,734,-2,0,1.0508047,4.141406059,H(100-70%),Discharge,Discharge_H(100-70%),,,,
441,b1c0,739,-2,0,1.0440246,4.520892143,H(100-70%),Discharge,Discharge_H(100-70%),,,,
442,b1c0,739,-2,0,1.0440246,0.001606174,H(100-70%),Discharge,Discharge_H(100-70%),,,,
443,b1c0,739,-2,0,1.0440246,3.398015738,H(100-70%),Discharge,Discharge_H(100-70%),,,,
444,b1c0,744,-2,0,1.0461867,0.001614637,H(100-70%),Discharge,Discharge_H(100-70%),,,,
445,b1c0,744,-2,0,1.0461867,3.287307024,H(100-70%),Discharge,Discharge_H(100-70%),,,,
446,b1c0,744,-2,0,1.0461867,4.308856487,H(100-70%),Discharge,Discharge_H(100-70%),,,,
447,b1c0,749,-2,0,1.0297344,3.726788759,H(100-70%),Discharge,Discharge_H(100-70%),,,,
448,b1c0,749,-2,0,1.0297344,0.001491985,H(100-70%),Discharge,Discharge_H(100-70%),,,,
449,b1c0,749,-2,0,1.0297344,4.836604118,H(100-70%),Discharge,Discharge_H(100-70%),,,,
450,b1c0,754,-2,0,1.0311786,4.833196163,H(100-70%),Discharge,Discharge_H(100-70%),,,,
451,b1c0,754,-2,0,1.0311786,0.001464418,H(100-70%),Discharge,Discharge_H(100-70%),,,,
452,b1c0,754,-2,0,1.0311786,3.696781397,H(100-70%),Discharge,Discharge_H(100-70%),,,,
453,b1c0,759,-2,0,1.0449833,4.583209038,H(100-70%),Discharge,Discharge_H(100-70%),,,,
454,b1c0,759,-2,0,1.0449833,0.00171632,H(100-70%),Discharge,Discharge_H(100-70%),,,,
455,b1c0,759,-2,0,1.0449833,3.512410164,H(100-70%),Discharge,Discharge_H(100-70%),,,,
456,b1c0,764,-2,0,1.0490073,4.691047668,H(100-70%),Discharge,Discharge_H(100-70%),,,,
457,b1c0,764,-2,0,1.0490073,0.001624621,H(100-70%),Discharge,Discharge_H(100-70%),,,,
458,b1c0,764,-2,0,1.0490073,3.550694704,H(100-70%),Discharge,Discharge_H(100-70%),,,,
459,b1c0,769,-2,0,1.0448481,4.680453777,H(100-70%),Discharge,Discharge_H(100-70%),,,,
460,b1c0,769,-2,0,1.0448481,0.001591206,H(100-70%),Discharge,Discharge_H(100-70%),,,,
461,b1c0,769,-2,0,1.0448481,3.674451113,H(100-70%),Discharge,Discharge_H(100-70%),,,,
462,b1c0,774,-2,0,1.0494971,0.001652278,H(100-70%),Discharge,Discharge_H(100-70%),,,,
463,b1c0,774,-2,0,1.0494971,3.384814262,H(100-70%),Discharge,Discharge_H(100-70%),,,,
464,b1c0,774,-2,0,1.0494971,4.333697796,H(100-70%),Discharge,Discharge_H(100-70%),,,,
465,b1c0,779,-2,0,1.0502243,4.251658916,H(100-70%),Discharge,Discharge_H(100-70%),,,,
466,b1c0,779,-2,0,1.0502243,0.00154735,H(100-70%),Discharge,Discharge_H(100-70%),,,,
467,b1c0,779,-2,0,1.0502243,3.422684431,H(100-70%),Discharge,Discharge_H(100-70%),,,,
468,b1c0,784,-2,0,1.0364876,4.769703388,H(100-70%),Discharge,Discharge_H(100-70%),,,,
469,b1c0,784,-2,0,1.0364876,0.001594037,H(100-70%),Discharge,Discharge_H(100-70%),,,,
470,b1c0,784,-2,0,1.0364876,3.634232521,H(100-70%),Discharge,Discharge_H(100-70%),,,,
