Status,Cycle number,Current (mA),Voltage (V),Capacity (mAh),Time (s)
Constant current-constant voltage charge,1,60.032,3.6005,1203.7104355555555,2086
Constant current-constant voltage charge,1,58.699,3.6005,1203.79264,2091
Constant current-constant voltage charge,1,57.421,3.6002,1203.8729955555555,2096
Constant current-constant voltage charge,1,56.25,3.6002,1203.9517866666665,2101
Constant current-constant voltage charge,1,55.078,3.6005,1204.0288711111111,2106
Constant current-constant voltage charge,1,54.786,3.6002,1204.0440533333333,2107
Constant current discharge_0,1,-4400.29,3.3947,1204.0440533333333,2113
Constant current discharge_0,1,-4400.29,3.2322,1197.9325394444445,2117
Constant current discharge_0,1,-4400.29,3.1888,1191.8210255555555,2122
Constant current discharge_0,1,-4400.29,3.1715,1185.7095116666667,2127
Constant current discharge_0,1,-4400.29,3.1634,1179.5979977777777,2132
Constant current discharge_0,1,-4400.29,3.1584,1173.4864838888889,2137
Constant current discharge_0,1,-4400.29,3.1553,1167.3749699999998,2142
Constant current discharge_0,1,-4400.29,3.1529,1161.2634588888889,2147
Constant current discharge_0,1,-4400.29,3.1507,1155.1519422222223,2152
Constant current discharge_0,1,-4400.29,3.1491,1149.040431111111,2157
Constant current discharge_0,1,-4400.29,3.1479,1142.9288088888889,2162
Constant current discharge_0,1,-4400.29,3.1467,1136.8172977777776,2167
Constant current discharge_0,1,-4400.29,3.1457,1130.7057866666667,2172
Constant current discharge_0,1,-4400.29,3.1448,1124.594281111111,2177
Constant current discharge_0,1,-4400.29,3.1436,1118.4827588888888,2182
Constant current discharge_0,1,-4400.29,3.1426,1112.3712477777776,2187
Constant current discharge_0,1,-4400.29,3.142,1106.259731111111,2192
Constant current discharge_0,1,-4400.29,3.1411,1100.14822,2197
Constant current discharge_0,1,-4400.29,3.1405,1094.0366977777778,2202
Constant current discharge_0,1,-4400.29,3.1398,1087.9251866666666,2207
Constant current discharge_0,1,-4400.29,3.1392,1081.8136755555556,2212
Constant current discharge_0,1,-4400.29,3.1386,1075.7021644444444,2217
Constant current discharge_0,1,-4400.29,3.138,1069.5906422222222,2222
Constant current discharge_0,1,-4400.29,3.1374,1063.4791422222222,2227
Constant current discharge_0,1,-4400.29,3.1367,1057.367631111111,2232
Constant current discharge_0,1,-4400.29,3.1358,1051.2560977777778,2237
Constant current discharge_0,1,-4399.92,3.1352,1045.1446755555555,2242
Constant current discharge_0,1,-4400.29,3.1343,1039.0331866666666,2247
Constant current discharge_0,1,-4400.29,3.1336,1032.9216755555556,2252
Constant current discharge_0,1,-4400.29,3.133,1026.810142222222,2257
Constant current discharge_0,1,-4400.29,3.1324,1020.6986311111111,2262
Constant current discharge_0,1,-4400.29,3.1318,1014.5871199999999,2267
Constant current discharge_0,1,-4400.29,3.1312,1008.4756088888888,2272
Constant current discharge_0,1,-4400.29,3.1305,1002.3640977777777,2277
Constant current discharge_0,1,-4400.29,3.1302,996.2525866666666,2282
Constant current discharge_0,1,-4400.29,3.1296,990.1410755555555,2287
Constant current discharge_0,1,-4400.29,3.129,984.0295644444444,2292
Constant current discharge_0,1,-4400.29,3.1287,977.9180533333333,2297
Constant current discharge_0,1,-4400.29,3.1277,971.80652,2302
Constant current discharge_0,1,-4400.29,3.1271,965.6950311111111,2307
Constant current discharge_0,1,-4400.29,3.1265,959.5834977777778,2312
Constant current discharge_0,1,-4400.29,3.1259,953.4720088888888,2317
Constant current discharge_0,1,-4400.29,3.1253,947.3604533333332,2322
Constant current discharge_0,1,-4400.29,3.1246,941.2489644444445,2327
Constant current discharge_0,1,-4400.29,3.124,935.137431111111,2332
Constant current discharge_0,1,-4400.29,3.1234,929.02592,2337
Constant current discharge_0,1,-4400.29,3.1228,922.9144311111111,2342
Constant current discharge_0,1,-4400.29,3.1225,916.8028755555556,2347
Constant current discharge_0,1,-4400.29,3.1222,910.6913866666666,2352
Constant current discharge_0,1,-4400.29,3.1218,904.5798755555555,2357
Constant current discharge_0,1,-4400.29,3.1218,898.4683644444444,2362
Constant current discharge_0,1,-4400.29,3.1218,892.3568311111111,2367
Constant current discharge_0,1,-4400.29,3.1215,886.2452977777778,2372
Constant current discharge_0,1,-4400.29,3.1212,880.1338088888888,2377
Constant current discharge_0,1,-4400.29,3.1212,874.02232,2382
Constant current discharge_0,1,-4400.29,3.1209,867.9107644444443,2387
Constant current discharge_0,1,-4400.29,3.1209,861.7992977777777,2392
Constant current discharge_0,1,-4400.29,3.1203,855.6877422222221,2397
Constant current discharge_0,1,-4400.29,3.1203,849.5762311111112,2402
Constant current discharge_0,1,-4400.29,3.12,843.4647199999999,2407
Constant current discharge_0,1,-4400.29,3.1197,837.35312,2412
Constant current discharge_0,1,-4400.29,3.1197,831.241631111111,2417
Constant current discharge_0,1,-4400.29,3.1194,825.1300533333333,2422
Constant current discharge_0,1,-4400.29,3.1191,819.0185866666666,2427
Constant current discharge_0,1,-4400.29,3.1187,812.9070311111111,2432
Constant current discharge_0,1,-4400.29,3.1184,806.7955644444444,2437
Constant current discharge_0,1,-4400.29,3.1181,800.6840088888889,2442
Constant current discharge_0,1,-4400.29,3.1178,794.5725422222222,2447
Constant current discharge_0,1,-4400.29,3.1175,788.4609866666667,2452
Constant current discharge_0,1,-4400.29,3.1175,786.0164088888889,2454
Constant current discharge_1,1,-2199.77,3.1994,786.0164088888889,2460
Constant current discharge_1,1,-2199.96,3.1953,782.96112,2464
Constant current discharge_1,1,-2199.77,3.1959,779.9057783333334,2469
Constant current discharge_1,1,-2199.77,3.1966,776.8504894444445,2474
Constant current discharge_1,1,-2199.77,3.1972,773.7952533333333,2479
Constant current discharge_1,1,-2199.77,3.1972,770.7400172222223,2484
Constant current discharge_1,1,-2199.77,3.1972,767.6847811111112,2489
Constant current discharge_1,1,-2199.77,3.1972,764.6294922222222,2494
Constant current discharge_1,1,-2199.77,3.1972,761.5742561111111,2499
Constant current discharge_1,1,-2199.77,3.1969,758.5190200000001,2504
Constant current discharge_1,1,-2199.77,3.1966,755.4637838888889,2509
Constant current discharge_1,1,-2199.77,3.1963,752.408495,2514
Constant current discharge_1,1,-2199.77,3.1959,749.3530977777777,2519
Constant current discharge_1,1,-2199.77,3.1956,746.2978116666667,2524
Constant current discharge_1,1,-2199.77,3.1953,743.24252,2529
Constant current discharge_1,1,-2199.77,3.195,740.1872894444444,2534
Constant current discharge_1,1,-2199.96,3.1947,737.1319477777778,2539
Constant current discharge_1,1,-2199.77,3.1941,734.0766588888889,2544
Constant current discharge_1,1,-2199.77,3.1938,731.02137,2549
Constant current discharge_1,1,-2199.77,3.1935,727.9660811111112,2554
Constant current discharge_1,1,-2199.96,3.1928,724.9107866666667,2559
Constant current discharge_1,1,-2199.77,3.1925,721.8555533333333,2564
Constant current discharge_1,1,-2199.77,3.1922,718.80032,2569
Constant current discharge_1,1,-2199.77,3.1919,715.7449755555556,2574
Constant current discharge_1,1,-2199.77,3.1913,712.6897422222222,2579
Constant current discharge_1,1,-2199.77,3.191,709.6344477777778,2584
Constant current discharge_1,1,-2199.77,3.1901,706.579158888889,2589
Constant current discharge_1,1,-2199.96,3.1897,703.52382,2594
Constant current discharge_1,1,-2199.77,3.1891,700.4685866666667,2599
Constant current discharge_1,1,-2199.77,3.1888,697.4132922222223,2604
Constant current discharge_1,1,-2199.77,3.1882,694.3579477777778,2609
Constant current discharge_1,1,-2199.77,3.1879,691.30272,2614
Constant current discharge_1,1,-2199.77,3.1873,688.2474866666666,2619
Constant current discharge_1,1,-2199.77,3.187,685.1922533333334,2624
Constant current discharge_1,1,-2199.77,3.1863,682.1370088888889,2629
Constant current discharge_1,1,-2199.77,3.186,679.08172,2634
Constant current discharge_1,1,-2199.77,3.1857,676.0264755555556,2639
Constant current discharge_1,1,-2199.77,3.1851,672.9711866666667,2644
Constant current discharge_1,1,-2199.96,3.1848,669.9159088888889,2649
Constant current discharge_1,1,-2199.77,3.1842,666.8606755555556,2654
Constant current discharge_1,1,-2199.77,3.1839,663.8054311111111,2659
Constant current discharge_1,1,-2199.77,3.1832,660.7501422222223,2664
Constant current discharge_1,1,-2199.96,3.1829,657.6947533333333,2669
Constant current discharge_1,1,-2199.77,3.182,654.6395200000001,2674
Constant current discharge_1,1,-2199.96,3.1814,651.5841644444445,2679
Constant current discharge_1,1,-2199.77,3.1811,648.5289311111112,2684
Constant current discharge_1,1,-2199.77,3.1808,645.4736977777778,2689
Constant current discharge_1,1,-2199.77,3.1801,642.4182533333334,2694
Constant current discharge_1,1,-2199.77,3.1798,639.36302,2699
Constant current discharge_1,1,-2199.59,3.1792,636.3079866666667,2704
Constant current discharge_1,1,-2200.33,3.1789,633.2523866666667,2709
Constant current discharge_1,1,-2199.77,3.1783,630.1969422222222,2714
Constant current discharge_1,1,-2199.77,3.1777,627.1416533333334,2719
Constant current discharge_1,1,-2199.96,3.1773,624.0863755555556,2724
Constant current discharge_1,1,-2199.59,3.1767,621.0308200000001,2729
Constant current discharge_1,1,-2199.77,3.1764,617.9757311111111,2734
Constant current discharge_1,1,-2200.33,3.1758,614.9202755555556,2739
Constant current discharge_1,1,-2199.4,3.1755,611.8651644444444,2744
Constant current discharge_1,1,-2199.77,3.1746,608.8098644444444,2749
Constant current discharge_1,1,-2199.4,3.1739,605.7547977777779,2754
Constant current discharge_1,1,-2199.77,3.1736,602.6994866666666,2759
Constant current discharge_1,1,-2200.14,3.173,599.6438422222222,2764
Constant current discharge_1,1,-2199.77,3.1727,596.5888755555555,2769
Constant current discharge_1,1,-2199.77,3.1721,593.5336088888889,2774
Constant current discharge_1,1,-2199.77,3.1718,590.4784088888889,2779
Constant current discharge_1,1,-2199.59,3.1711,587.4229644444445,2784
Constant current discharge_1,1,-2199.96,3.1705,584.3676311111111,2789
Constant current discharge_1,1,-2199.96,3.1702,581.3119200000001,2794
Constant current discharge_1,1,-2199.77,3.1696,578.2567200000001,2799
Constant current discharge_1,1,-2200.14,3.169,575.20132,2804
Constant current discharge_1,1,-2199.96,3.1684,572.14552,2809
Constant current discharge_1,1,-2199.77,3.168,569.0902755555555,2814
Constant current discharge_1,1,-2199.77,3.1674,566.0349866666667,2819
Constant current discharge_1,1,-2199.77,3.1674,565.4239422222222,2820
Constant current discharge_2,1,-5499.25,3.1082,565.4239422222222,2826
Constant current discharge_2,1,-5500.37,3.071,557.7852644444445,2830
Constant current discharge_2,1,-5501.11,3.0567,550.1449366666667,2835
Constant current discharge_2,1,-5500.74,3.0487,542.5049172222222,2840
Constant current discharge_2,1,-5500.0,3.0434,534.8664477777777,2845
Constant current discharge_2,1,-5500.37,3.0394,527.2272505555555,2850
Constant current discharge_2,1,-5501.11,3.0366,519.5876394444444,2855
Constant current discharge_2,1,-5500.0,3.0341,511.94917,2860
Constant current discharge_2,1,-5500.0,3.0323,504.3101811111111,2865
Constant current discharge_2,1,-5500.0,3.0307,496.67036444444443,2870
Constant current discharge_2,1,-5500.0,3.0292,489.03199777777775,2875
Constant current discharge_2,1,-5500.37,3.0279,481.39279777777773,2880
Constant current discharge_2,1,-5499.62,3.0264,473.75329777777773,2885
Constant current discharge_2,1,-5500.0,3.0251,466.11461999999995,2890
Constant current discharge_2,1,-5501.11,3.0239,458.47492,2895
Constant current discharge_2,1,-5499.25,3.0226,450.8363422222222,2900
Constant current discharge_2,1,-5500.0,3.0211,443.1974533333333,2905
Constant current discharge_2,1,-5500.0,3.0192,435.5579422222222,2910
Constant current discharge_2,1,-5500.0,3.018,427.91936444444445,2915
Constant current discharge_2,1,-5500.37,3.0164,420.2801755555555,2920
Constant current discharge_2,1,-5499.62,3.0149,412.6413866666667,2925
Constant current discharge_2,1,-5500.74,3.0133,405.00280888888886,2930
Constant current discharge_2,1,-5501.11,3.0112,397.3630866666666,2935
Constant current discharge_2,1,-5499.25,3.0096,389.72419777777776,2940
Constant current discharge_2,1,-5500.74,3.0078,382.0854311111111,2945
Constant current discharge_2,1,-5500.37,3.0059,374.44552,2950
Constant current discharge_2,1,-5500.37,3.0037,366.80631999999997,2955
Constant current discharge_2,1,-5500.0,3.0019,359.1670311111111,2960
Constant current discharge_2,1,-5499.62,2.9997,351.5286533333333,2965
Constant current discharge_2,1,-5500.74,2.9978,345.4166311111111,2969
Constant current discharge_3,1,-2199.59,3.1305,345.4166311111111,2975
Constant current discharge_3,1,-2199.59,3.1259,342.36175055555555,2979
Constant current discharge_3,1,-2199.96,3.1281,339.3066172222222,2984
Constant current discharge_3,1,-2199.96,3.1299,336.2510144444444,2989
Constant current discharge_3,1,-2199.4,3.1308,333.1959283333333,2994
Constant current discharge_3,1,-2199.77,3.1312,330.14084499999996,2999
Constant current discharge_3,1,-2200.33,3.1308,327.0853505555555,3004
Constant current discharge_3,1,-2199.4,3.1302,324.0302672222222,3009
Constant current discharge_3,1,-2199.77,3.1296,320.9750311111111,3014
Constant current discharge_3,1,-2199.77,3.1287,317.9197922222222,3019
Constant current discharge_3,1,-2199.77,3.1274,314.86455888888884,3024
Constant current discharge_3,1,-2199.59,3.1262,311.8093672222222,3029
Constant current discharge_3,1,-2199.59,3.1253,308.7540838888889,3034
Constant current discharge_3,1,-2199.59,3.124,305.69914777777774,3039
Constant current discharge_3,1,-2200.33,3.1225,302.6438533333333,3044
Constant current discharge_3,1,-2199.77,3.1212,299.5884116666666,3049
Constant current discharge_3,1,-2199.77,3.1194,296.53317,3054
Constant current discharge_3,1,-2199.59,3.1181,293.47824777777777,3059
Constant current discharge_3,1,-2200.33,3.1166,290.4227422222222,3064
Constant current discharge_3,1,-2199.77,3.115,287.36719777777773,3069
Constant current discharge_3,1,-2199.77,3.1135,284.31195888888885,3074
Constant current discharge_3,1,-2199.77,3.1119,281.25672555555553,3079
Constant current discharge_3,1,-2200.33,3.1104,278.2011866666667,3084
Constant current discharge_3,1,-2199.77,3.1088,275.1460422222222,3089
Constant current discharge_3,1,-2199.96,3.1073,272.0907533333333,3094
Constant current discharge_3,1,-2199.4,3.1054,269.0353533333333,3099
Constant current discharge_3,1,-2199.77,3.1036,265.98022555555553,3104
Constant current discharge_3,1,-2200.33,3.102,262.9246866666666,3109
Constant current discharge_3,1,-2199.77,3.1005,259.86928666666665,3114
Constant current discharge_3,1,-2199.96,3.0989,256.8140033333333,3119
Constant current discharge_3,1,-2199.4,3.097,253.75902555555552,3124
Constant current discharge_3,1,-2199.77,3.0955,250.70383111111107,3129
Constant current discharge_3,1,-2199.77,3.0939,247.64859777777775,3134
Constant current discharge_3,1,-2199.77,3.0924,244.5933533333333,3139
Constant current discharge_3,1,-2199.59,3.0905,241.53847555555552,3144
Constant current discharge_3,1,-2199.96,3.0887,238.48277555555552,3149
Constant current discharge_3,1,-2199.77,3.0871,235.4275422222222,3154
Constant current discharge_3,1,-2199.59,3.0856,232.3723533333333,3159
Constant current discharge_3,1,-2199.4,3.0837,229.31732,3164
Constant current discharge_3,1,-2199.21,3.0822,226.2628644444444,3169
Constant current discharge_3,1,-2199.77,3.08,223.20772,3174
Constant current discharge_3,1,-2200.33,3.0784,220.15228666666664,3179
Constant current discharge_3,1,-2199.59,3.0766,217.0971422222222,3184
Constant current discharge_3,1,-2199.77,3.075,214.04191999999998,3189
Constant current discharge_3,1,-2199.59,3.0729,210.98637555555553,3194
Constant current discharge_3,1,-2199.77,3.071,207.9313311111111,3199
Constant current discharge_3,1,-2200.14,3.0691,204.87600888888886,3204
Constant current discharge_3,1,-2199.4,3.0673,201.82076444444442,3209
Constant current discharge_3,1,-2199.77,3.0651,198.76551999999998,3214
Constant current discharge_3,1,-2200.33,3.0633,195.7099644444444,3219
Constant current discharge_3,1,-2199.4,3.0611,192.65489777777776,3224
Constant current discharge_3,1,-2199.77,3.0589,189.59965333333332,3229
Constant current discharge_3,1,-2199.77,3.0564,186.54447555555552,3234
Constant current discharge_3,1,-2200.33,3.0543,183.48891999999998,3239
Constant current discharge_3,1,-2199.59,3.0521,180.4338311111111,3244
Constant current discharge_3,1,-2199.77,3.0493,177.37860888888886,3249
Constant current discharge_3,1,-2199.96,3.0471,174.32295333333332,3254
Constant current discharge_3,1,-2199.77,3.0443,171.26796444444443,3259
Constant current discharge_3,1,-2199.77,3.0416,168.2127422222222,3264
Constant current discharge_3,1,-2199.59,3.0391,165.1572422222222,3269
Constant current discharge_3,1,-2199.77,3.0363,162.10220888888887,3274
Constant current discharge_3,1,-2199.96,3.0332,159.04690888888888,3279
Constant current discharge_3,1,-2199.59,3.0301,155.99136444444443,3284
Constant current discharge_3,1,-2199.96,3.027,152.93607555555553,3289
Constant current discharge_3,1,-2199.77,3.0236,149.8806311111111,3294
Constant current discharge_3,1,-2199.77,3.0205,146.82563111111108,3299
Constant current discharge_3,1,-2199.77,3.0171,143.7704311111111,3304
Constant current discharge_3,1,-2199.77,3.0137,140.71476444444443,3309
Constant current discharge_3,1,-2199.77,3.0096,137.65978666666663,3314
Constant current discharge_3,1,-2199.77,3.0062,134.60449777777777,3319
Constant current discharge_3,1,-2200.33,3.0022,131.54878666666664,3324
Constant current discharge_3,1,-2199.77,2.9982,128.49318666666665,3329
Constant current discharge_3,1,-2199.77,2.9941,125.43796444444442,3334
Constant current discharge_3,1,-2199.77,2.9901,122.38265333333331,3339
Constant current discharge_3,1,-2199.21,2.9854,119.3278311111111,3344
Constant current discharge_3,1,-2199.77,2.9808,116.27289777777776,3349
Constant current discharge_3,1,-2199.77,2.9765,113.21767555555553,3354
Constant current discharge_3,1,-2199.77,2.9712,110.1624533333333,3359
Constant current discharge_3,1,-2199.77,2.9665,107.10720888888886,3364
Constant current discharge_3,1,-2200.33,2.9613,104.05140888888886,3369
Constant current discharge_3,1,-2199.96,2.9557,100.99569777777776,3374
Constant current discharge_3,1,-2199.59,2.9498,97.94060888888887,3379
Constant current discharge_3,1,-2199.77,2.9442,94.88578666666663,3384
Constant current discharge_3,1,-2199.77,2.9377,91.83054222222219,3389
Constant current discharge_3,1,-2200.33,2.9312,88.77500888888886,3394
Constant current discharge_3,1,-2199.77,2.9244,85.71967555555551,3399
Constant current discharge_3,1,-2200.14,2.9172,82.6640533333333,3404
Constant current discharge_3,1,-2199.77,2.9098,79.60907555555553,3409
Constant current discharge_3,1,-2199.77,2.9017,76.55385333333334,3414
Constant current discharge_3,1,-2200.14,2.8934,73.49818666666664,3419
Constant current discharge_3,1,-2199.77,2.8847,70.4432533333333,3424
Constant current discharge_3,1,-2199.77,2.8754,67.38800888888886,3429
Constant current discharge_3,1,-2200.33,2.8655,64.33231999999998,3434
Constant current discharge_3,1,-2199.4,2.8546,61.277231111111064,3439
Constant current discharge_3,1,-2199.77,2.8435,58.2222533333333,3444
Constant current discharge_3,1,-2199.77,2.8311,55.1670311111111,3449
Constant current discharge_3,1,-2199.4,2.8177,52.11200888888885,3454
Constant current discharge_3,1,-2199.77,2.8041,49.05676444444441,3459
Constant current discharge_3,1,-2199.77,2.7892,46.00151999999997,3464
Constant current discharge_3,1,-2199.77,2.7731,42.945942222222186,3469
Constant current discharge_3,1,-2199.77,2.7551,39.89094222222218,3474
Constant current discharge_3,1,-2199.77,2.7362,36.83569777777774,3479
Constant current discharge_3,1,-2199.59,2.7154,33.78009777777777,3484
Constant current discharge_3,1,-2199.77,2.6925,30.725097777777762,3489
Constant current discharge_3,1,-2199.96,2.6677,27.669786666666653,3494
Constant current discharge_3,1,-2199.59,2.6395,24.61429777777778,3499
Constant current discharge_3,1,-2199.77,2.6078,21.55920888888886,3504
Constant current discharge_3,1,-2200.14,2.5713,18.50380888888884,3509
Constant current discharge_3,1,-2199.21,2.5285,15.448542222222216,3514
Constant current discharge_3,1,-2199.77,2.4761,12.393364444444444,3519
Constant current discharge_3,1,-2200.33,2.4076,9.337742222222175,3524
Constant current discharge_3,1,-2199.77,2.3053,6.2826977777777415,3529
Constant current discharge_3,1,-2199.77,2.091,3.227475555555543,3534
Constant current discharge_3,1,-2200.14,1.9308,2.0052755555555564,3536
