Status,Cycle number,Current (mA),Voltage (V),Capacity (mAh),Time (s)
Constant current discharge_1,1142,-1099.51,3.2149,423.1703822222222,2060
Constant current discharge_1,1142,-1099.33,3.2142,421.64287111111105,2065
Constant current discharge_1,1142,-1099.7,3.2139,420.1158683333333,2070
Constant current discharge_1,1142,-1100.26,3.2136,418.58845999999994,2075
Constant current discharge_1,1142,-1099.14,3.213,417.0613016666666,2080
Constant current discharge_1,1142,-1099.51,3.2127,415.5342016666666,2085
Constant current discharge_1,1142,-1100.26,3.2124,414.00668777777776,2090
Constant current discharge_1,1142,-1099.14,3.2114,412.47968777777777,2095
Constant current discharge_1,1142,-1099.51,3.2111,410.95263777777774,2100
Constant current discharge_1,1142,-1099.14,3.2105,409.4256488888889,2105
Constant current discharge_1,1142,-1099.7,3.2102,407.89864888888883,2110
Constant current discharge_1,1142,-1099.7,3.2096,406.37139888888885,2115
Constant current discharge_1,1142,-1099.51,3.2093,404.8442433333333,2120
Constant current discharge_1,1142,-1099.51,3.2087,403.3173988888889,2125
Constant current discharge_1,1142,-1099.51,3.2083,401.7898933333333,2130
Constant current discharge_1,1142,-1099.51,3.2077,400.26263777777774,2135
Constant current discharge_1,1142,-1099.33,3.2074,398.7357933333333,2140
Constant current discharge_1,1142,-1099.88,3.2068,397.2081711111111,2145
Constant current discharge_1,1142,-1099.7,3.2065,395.68091555555554,2150
Constant current discharge_1,1142,-1099.7,3.2059,394.15372111111105,2155
Constant current discharge_1,1142,-1099.51,3.2052,392.62656555555554,2160
Constant current discharge_1,1142,-1099.51,3.2049,391.09941555555554,2165
Constant current discharge_1,1142,-1099.51,3.204,389.57222111111105,2170
Constant current discharge_1,1142,-1099.7,3.2037,388.04495444444444,2175
Constant current discharge_1,1142,-1099.51,3.2031,386.5177544444444,2180
Constant current discharge_1,1142,-1100.26,3.2028,384.99023777777774,2185
Constant current discharge_1,1142,-1099.33,3.2021,383.4629322222222,2190
Constant current discharge_1,1142,-1099.7,3.2018,381.9358822222222,2195
Constant current discharge_1,1142,-1100.26,3.2012,380.40821555555556,2200
Constant current discharge_1,1142,-1099.51,3.2006,378.8813155555555,2205
Constant current discharge_1,1142,-1099.51,3.2003,377.3541711111111,2210
Constant current discharge_1,1142,-1099.51,3.1997,375.82680999999997,2215
Constant current discharge_1,1142,-1099.51,3.1994,374.29981555555554,2220
Constant current discharge_1,1142,-1099.88,3.1987,372.7725155555555,2225
Constant current discharge_1,1142,-1099.51,3.1984,371.2454155555555,2230
Constant current discharge_1,1142,-1099.14,3.1978,369.7185711111111,2235
Constant current discharge_1,1142,-1099.51,3.1972,368.1914655555555,2240
Constant current discharge_1,1142,-1099.51,3.1969,366.6643266666666,2245
Constant current discharge_1,1142,-1099.7,3.1959,365.13712666666663,2250
Constant current discharge_1,1142,-1099.33,3.1956,363.6101155555555,2255
Constant current discharge_1,1142,-1100.26,3.195,362.08253777777776,2260
Constant current discharge_1,1142,-1099.7,3.1944,360.5547266666666,2265
Constant current discharge_1,1142,-1099.51,3.1941,359.02752666666663,2270
Constant current discharge_1,1142,-1099.51,3.1935,357.50021555555554,2275
Constant current discharge_1,1142,-1099.7,3.1932,355.97295999999994,2280
Constant current discharge_1,1142,-1099.7,3.1925,354.44574888888883,2285
Constant current discharge_1,1142,-1099.51,3.1922,352.9182044444444,2290
Constant current discharge_1,1142,-1099.51,3.1916,351.3912933333333,2295
Constant current discharge_1,1142,-1099.7,3.1913,349.8641044444444,2300
Constant current discharge_1,1142,-1099.33,3.1907,348.3365711111111,2305
Constant current discharge_1,1142,-1099.51,3.1904,346.80953777777773,2310
Constant current discharge_1,1142,-1100.26,3.1897,345.28195999999997,2315
Constant current discharge_1,1142,-1099.14,3.1891,343.75501555555553,2320
Constant current discharge_1,1142,-1099.7,3.1885,342.22776,2325
Constant current discharge_1,1142,-1099.33,3.1879,340.7001822222222,2330
Constant current discharge_1,1142,-1099.51,3.1876,339.1733044444444,2335
Constant current discharge_1,1142,-1099.51,3.187,337.6460933333333,2340
Constant current discharge_1,1142,-1099.14,3.1866,336.1192933333333,2345
Constant current discharge_1,1142,-1099.51,3.186,334.5922155555555,2350
Constant current discharge_1,1142,-1099.51,3.1857,333.06454888888885,2355
Constant current discharge_1,1142,-1099.51,3.1851,331.53764888888884,2360
Constant current discharge_1,1142,-1099.88,3.1848,330.0100711111111,2365
Constant current discharge_1,1142,-1099.51,3.1842,328.4831822222222,2370
Constant current discharge_1,1142,-1099.7,3.1835,326.9559822222222,2375
Constant current discharge_1,1142,-1099.33,3.1832,325.4284155555555,2380
Constant current discharge_1,1142,-1099.7,3.1826,323.90147111111105,2385
Constant current discharge_1,1142,-1100.26,3.1823,322.37396,2390
Constant current discharge_1,1142,-1099.7,3.1817,320.84694888888885,2395
Constant current discharge_1,1142,-1099.51,3.1814,319.3201155555555,2400
Constant current discharge_1,1142,-1099.7,3.1804,317.7929044444444,2405
Constant current discharge_1,1142,-1099.88,3.1801,316.26514888888886,2410
Constant current discharge_1,1142,-1099.14,3.1795,314.73830444444445,2415
Constant current discharge_1,1142,-1099.51,3.1792,313.2113044444444,2420
Constant current discharge_1,1142,-1099.7,3.1786,311.68404888888887,2425
Constant current discharge_1,1142,-1099.33,3.1783,310.15653777777777,2430
Constant current discharge_1,1142,-1099.51,3.1777,308.6295377777777,2435
Constant current discharge_1,1142,-1100.26,3.177,307.10207111111106,2440
Constant current discharge_1,1142,-1098.95,3.1767,305.57497111111104,2445
Constant current discharge_1,1142,-1099.7,3.1764,304.0478044444444,2450
Constant current discharge_1,1142,-1100.26,3.1758,302.52014888888885,2455
Constant current discharge_1,1142,-1099.14,3.1752,300.9932044444444,2460
Constant current discharge_1,1142,-1099.7,3.1749,299.4661488888888,2465
Constant current discharge_1,1142,-1099.7,3.1746,297.93894888888883,2470
Constant current discharge_1,1142,-1100.26,3.1739,296.4114933333333,2475
Constant current discharge_1,1142,-1099.33,3.173,294.8839155555555,2480
Constant current discharge_1,1142,-1099.51,3.1727,293.35691555555553,2485
Constant current discharge_1,1142,-1099.7,3.1721,291.82926,2490
Constant current discharge_1,1142,-1099.51,3.1718,290.30234888888884,2495
Constant current discharge_1,1142,-1100.26,3.1711,288.7747488888889,2500
Constant current discharge_1,1142,-1099.51,3.1708,287.24774888888885,2505
Constant current discharge_1,1142,-1099.88,3.1702,285.72043777777776,2510
Constant current discharge_1,1142,-1099.14,3.1696,284.19316,2515
Constant current discharge_1,1142,-1099.51,3.1693,282.6659933333333,2520
Constant current discharge_1,1142,-1099.14,3.1687,281.1386822222222,2525
Constant current discharge_1,1142,-1099.51,3.1684,279.61161555555555,2530
Constant current discharge_1,1142,-1099.33,3.1677,278.08416,2535
Constant current discharge_1,1142,-1099.51,3.1674,276.55715999999995,2540
Constant current discharge_1,1142,-1099.7,3.1668,275.02963777777774,2545
Constant current discharge_1,1142,-1099.7,3.1662,273.50280444444445,2550
Constant current discharge_1,1142,-1099.7,3.1659,271.9756044444444,2555
Constant current discharge_1,1142,-1099.33,3.1649,270.4480488888888,2560
Constant current discharge_1,1142,-1099.51,3.1646,268.92113777777774,2565
Constant current discharge_1,1142,-1100.26,3.164,267.39362666666665,2570
Constant current discharge_1,1142,-1099.51,3.1634,265.8666933333333,2575
Constant current discharge_1,1142,-1100.26,3.1631,264.33924888888885,2580
Constant current discharge_1,1142,-1099.14,3.1625,262.81227111111104,2585
Constant current discharge_1,1142,-1099.7,3.1622,261.2851377777778,2590
Constant current discharge_1,1142,-1099.14,3.1615,259.7579377777778,2595
Constant current discharge_1,1142,-1099.33,3.1609,258.23087111111107,2600
Constant current discharge_1,1142,-1099.7,3.1606,256.7038711111111,2605
Constant current discharge_1,1142,-1100.44,3.16,255.17631555555553,2610
Constant current discharge_1,1142,-1099.14,3.1594,253.64931555555552,2615
Constant current discharge_1,1142,-1099.51,3.1591,252.12227111111108,2620
Constant current discharge_1,1142,-1100.26,3.1584,250.59464888888886,2625
Constant current discharge_1,1142,-1099.14,3.1575,249.06775999999996,2630
Constant current discharge_1,1142,-1099.7,3.1572,247.54060444444443,2635
Constant current discharge_1,1142,-1099.7,3.1566,246.01293777777775,2640
Constant current discharge_1,1142,-1099.51,3.1563,244.4859822222222,2645
Constant current discharge_1,1142,-1100.26,3.1556,242.95851555555552,2650
Constant current discharge_1,1142,-1099.14,3.155,241.43162666666663,2655
Constant current discharge_1,1142,-1099.51,3.155,241.12620444444443,2656
Constant current discharge_2,1142,-2199.59,3.138,241.12620444444443,2662
Constant current discharge_2,1142,-2199.77,3.115,238.07111833333332,2666
Constant current discharge_2,1142,-2199.96,3.1048,235.0156211111111,2671
Constant current discharge_2,1142,-2199.96,3.0983,231.9600211111111,2676
Constant current discharge_2,1142,-2200.14,3.0933,228.90452666666664,2681
Constant current discharge_2,1142,-2200.14,3.0899,225.8487211111111,2686
Constant current discharge_2,1142,-2199.77,3.0865,222.7930211111111,2691
Constant current discharge_2,1142,-2199.77,3.0837,219.73788499999998,2696
Constant current discharge_2,1142,-2199.77,3.0812,216.68274888888888,2701
Constant current discharge_2,1142,-2199.4,3.0784,213.6281794444444,2706
Constant current discharge_2,1142,-2199.96,3.076,210.5731461111111,2711
Constant current discharge_2,1142,-2199.77,3.0738,207.5178072222222,2716
Constant current discharge_2,1142,-2199.59,3.071,204.46271555555552,2721
Constant current discharge_2,1142,-2199.4,3.0688,201.40794055555554,2726
Constant current discharge_2,1142,-2199.59,3.0667,198.3533183333333,2731
Constant current discharge_2,1142,-2199.59,3.0639,195.2982322222222,2736
Constant current discharge_2,1142,-2199.59,3.0617,192.24319888888886,2741
Constant current discharge_2,1142,-2199.77,3.0592,189.18770444444442,2746
Constant current discharge_2,1142,-2199.59,3.0564,186.1330822222222,2751
Constant current discharge_2,1142,-2200.33,3.054,183.07773777777777,2756
Constant current discharge_2,1142,-2199.03,3.0512,180.02290999999997,2761
Constant current discharge_2,1142,-2199.77,3.0484,176.96802666666665,2766
Constant current discharge_2,1142,-2199.03,3.0453,173.91335444444442,2771
Constant current discharge_2,1142,-2199.59,3.0422,170.8583711111111,2776
Constant current discharge_2,1142,-2199.59,3.0394,167.8030211111111,2781
Constant current discharge_2,1142,-2199.77,3.0363,164.74788777777775,2786
Constant current discharge_2,1142,-2199.77,3.0329,161.69327111111107,2791
Constant current discharge_2,1142,-2199.77,3.0298,158.6381822222222,2796
Constant current discharge_2,1142,-2199.59,3.0261,155.5827822222222,2801
Constant current discharge_2,1142,-2199.59,3.023,152.52811555555553,2806
Constant current discharge_2,1142,-2199.77,3.0189,149.47302666666664,2811
Constant current discharge_2,1142,-2199.4,3.0152,146.41779333333332,2816
Constant current discharge_2,1142,-2199.77,3.0112,143.36274888888886,2821
Constant current discharge_2,1142,-2200.14,3.0071,140.3075711111111,2826
Constant current discharge_2,1142,-2199.77,3.0028,137.25191555555554,2831
Constant current discharge_2,1142,-2199.4,2.9988,134.19713777777775,2836
Constant current discharge_2,1142,-2198.84,2.9941,131.1425711111111,2841
Constant current discharge_2,1142,-2199.96,2.9895,128.08800444444444,2846
Constant current discharge_2,1142,-2199.59,2.9845,125.0328822222222,2851
Constant current discharge_2,1142,-2199.59,2.9796,121.97799333333332,2856
Constant current discharge_2,1142,-2199.4,2.9746,118.92305999999998,2861
Constant current discharge_2,1142,-2199.59,2.969,115.86807111111109,2866
Constant current discharge_2,1142,-2199.59,2.9634,112.81303777777777,2871
Constant current discharge_2,1142,-2199.77,2.9572,109.75795999999997,2876
Constant current discharge_2,1142,-2199.59,2.9516,106.70292666666666,2881
Constant current discharge_2,1142,-2199.59,2.9451,103.6478822222222,2886
Constant current discharge_2,1142,-2199.59,2.9386,100.59289333333331,2891
Constant current discharge_2,1142,-2198.84,2.9318,97.53859333333332,2896
Constant current discharge_2,1142,-2199.59,2.9247,94.48432666666665,2901
Constant current discharge_2,1142,-2199.59,2.9175,91.4292933333333,2906
Constant current discharge_2,1142,-2199.59,2.9098,88.37395999999998,2911
Constant current discharge_2,1142,-2199.77,2.9017,85.31923777777777,2916
Constant current discharge_2,1142,-2200.14,2.8934,82.26403777777776,2921
Constant current discharge_2,1142,-2199.4,2.8847,79.20915999999997,2926
Constant current discharge_2,1142,-2199.59,2.8757,76.15415999999999,2931
Constant current discharge_2,1142,-2199.4,2.8664,73.09888222222222,2936
Constant current discharge_2,1142,-2199.59,2.8562,70.04420444444443,2941
Constant current discharge_2,1142,-2200.14,2.8456,66.98889333333332,2946
Constant current discharge_2,1142,-2199.59,2.8348,63.93407111111108,2951
Constant current discharge_2,1142,-2200.14,2.8227,60.87873777777776,2956
Constant current discharge_2,1142,-2199.59,2.8103,57.82344888888886,2961
Constant current discharge_2,1142,-2199.59,2.7973,54.768682222222196,2966
Constant current discharge_2,1142,-2199.77,2.783,51.713426666666635,2971
Constant current discharge_2,1142,-2199.59,2.7681,48.658782222222214,2976
Constant current discharge_2,1142,-2199.59,2.752,45.60378222222221,2981
Constant current discharge_2,1142,-2199.4,2.7346,42.54842666666664,2986
Constant current discharge_2,1142,-2199.59,2.7157,39.493782222222194,2991
Constant current discharge_2,1142,-2199.96,2.6953,36.438559999999995,2996
Constant current discharge_2,1142,-2199.4,2.6733,33.383382222222195,3001
Constant current discharge_2,1142,-2199.77,2.6481,30.32875999999999,3006
Constant current discharge_2,1142,-2199.96,2.6205,27.273693333333313,3011
Constant current discharge_2,1142,-2199.03,2.5892,24.218604444444424,3016
Constant current discharge_2,1142,-2199.59,2.553,21.16378222222221,3021
Constant current discharge_2,1142,-2199.59,2.5449,20.552759999999978,3022
Constant current discharge_3,1142,-2199.96,2.6488,20.552759999999978,3028
Constant current discharge_3,1142,-2198.84,2.5697,17.497934999999977,3032
Constant current discharge_3,1142,-2199.59,2.499,14.442948888888868,3037
Constant current discharge_3,1142,-2199.96,2.4228,11.3876072222222,3042
Constant current discharge_3,1142,-2199.4,2.331,8.333034999999978,3047
Constant current discharge_3,1142,-2199.59,2.22,5.277998888888867,3052
Constant current discharge_3,1142,-2199.96,2.0851,2.2227599999999796,3057
Constant current discharge_3,1142,-2200.33,1.9943,0.3892572222221986,3060
