Status,Cycle number,Current (mA),Voltage (V),Capacity (mAh),Time (s)
Constant current discharge_1,2689,-2200.33,3.1008,257.25654666666674,2060
Constant current discharge_1,2689,-2199.96,3.0995,254.20101333333338,2065
Constant current discharge_1,2689,-2199.77,3.0983,251.1457688888889,2070
Constant current discharge_1,2689,-2199.77,3.0967,248.0905466666667,2075
Constant current discharge_1,2689,-2199.77,3.0955,245.03530222222227,2080
Constant current discharge_1,2689,-2199.77,3.0943,241.9800577777778,2085
Constant current discharge_1,2689,-2199.77,3.0939,241.3690355555556,2086
Constant current discharge_2,2689,-5501.11,3.0304,241.3690355555556,2092
Constant current discharge_2,2689,-5501.11,2.9796,233.72860500000004,2096
Constant current discharge_2,2689,-5500.37,2.9551,226.08889388888892,2101
Constant current discharge_2,2689,-5501.11,2.9371,218.44897722222225,2106
Constant current discharge_2,2689,-5500.74,2.9216,210.8090605555556,2111
Constant current discharge_2,2689,-5500.37,2.9079,203.1693466666667,2116
Constant current discharge_2,2689,-5501.11,2.8949,195.52891888888894,2121
Constant current discharge_2,2689,-5500.37,2.8834,187.8887966666667,2126
Constant current discharge_2,2689,-5500.0,2.8717,180.24970222222225,2131
Constant current discharge_2,2689,-5500.0,2.8611,172.6108133333334,2136
Constant current discharge_2,2689,-5500.0,2.8509,164.9724355555556,2141
Constant current discharge_2,2689,-5501.11,2.8407,157.33221888888892,2146
Constant current discharge_2,2689,-5500.0,2.8307,149.69303000000002,2151
Constant current discharge_2,2689,-5500.0,2.8208,142.05392444444448,2156
Constant current discharge_2,2689,-5500.0,2.8103,134.4149355555556,2161
Constant current discharge_2,2689,-5499.62,2.7997,126.77668000000004,2166
Constant current discharge_2,2689,-5501.11,2.7886,119.13706888888893,2171
Constant current discharge_2,2689,-5500.37,2.7765,111.49734666666672,2176
Constant current discharge_2,2689,-5500.0,2.7632,103.85836888888892,2181
Constant current discharge_2,2689,-5500.37,2.748,96.21915777777781,2186
Constant current discharge_2,2689,-5501.11,2.7312,88.5787355555556,2191
Constant current discharge_2,2689,-5499.62,2.712,80.93893555555559,2196
Constant current discharge_2,2689,-5500.0,2.6894,73.30024666666671,2201
Constant current discharge_2,2689,-5500.37,2.6621,65.66106888888893,2206
Constant current discharge_2,2689,-5501.11,2.6295,58.02083555555561,2211
Constant current discharge_2,2689,-5499.62,2.5889,50.38081333333338,2216
Constant current discharge_2,2689,-5499.62,2.5362,42.7424355555556,2221
Constant current discharge_2,2689,-5499.62,2.464,35.10410222222225,2226
Constant current discharge_2,2689,-5499.25,2.3518,27.46621333333337,2231
Constant current discharge_2,2689,-5499.62,2.1909,21.35556888888894,2235
Constant current discharge_3,2689,-2199.77,2.5864,21.35556888888894,2241
Constant current discharge_3,2689,-2199.77,2.5399,18.30033277777783,2245
Constant current discharge_3,2689,-2199.77,2.4962,15.245096666666717,2250
Constant current discharge_3,2689,-2199.77,2.4398,12.189863333333383,2255
Constant current discharge_3,2689,-2199.77,2.3617,9.134624444444494,2260
Constant current discharge_3,2689,-2200.33,2.2572,6.079130000000051,2265
Constant current discharge_3,2689,-2199.4,2.1264,3.0238938888889386,2270
Constant current discharge_3,2689,-2199.77,1.9773,-0.03134499999994844,2275
