Status,Cycle number,Current (mA),Voltage (V),Capacity (mAh),Time (s)
Constant current discharge_0,1,-4400.29,3.1727,969.345728888889,2094
Constant current discharge_0,1,-4398.06,3.1721,963.2363955555556,2099
Constant current discharge_0,1,-4399.18,3.1715,957.1268177777779,2104
Constant current discharge_0,1,-4399.55,3.1708,951.0167511111111,2109
Constant current discharge_0,1,-4399.18,3.1705,944.9058622222223,2114
Constant current discharge_0,1,-4398.43,3.1699,938.79664,2119
Constant current discharge_0,1,-4399.18,3.1693,932.6876844444445,2124
Constant current discharge_0,1,-4399.18,3.1687,926.5777066666667,2129
Constant current discharge_0,1,-4399.18,3.1684,920.4677511111112,2134
Constant current discharge_0,1,-4399.18,3.1677,914.3568622222223,2139
Constant current discharge_0,1,-4399.18,3.1671,908.2474844444445,2144
Constant current discharge_0,1,-4398.8,3.1665,902.1375288888889,2149
Constant current discharge_0,1,-4399.55,3.1659,896.0277511111112,2154
Constant current discharge_0,1,-4399.18,3.1653,889.9177955555556,2159
Constant current discharge_0,1,-4399.55,3.1646,883.807728888889,2164
Constant current discharge_0,1,-4398.43,3.164,877.6976844444446,2169
Constant current discharge_0,1,-4399.18,3.1634,871.5882177777778,2174
Constant current discharge_0,1,-4399.18,3.1628,865.47824,2179
Constant current discharge_0,1,-4400.29,3.1622,859.3671288888889,2184
Constant current discharge_0,1,-4399.18,3.1615,853.2567511111112,2189
Constant current discharge_0,1,-4399.55,3.1609,847.1468844444445,2194
Constant current discharge_0,1,-4400.29,3.1603,841.0355733333333,2199
Constant current discharge_0,1,-4400.29,3.1597,834.9250844444446,2204
Constant current discharge_0,1,-4399.18,3.1591,828.8148177777778,2209
Constant current discharge_0,1,-4399.18,3.1584,822.7048400000001,2214
Constant current discharge_0,1,-4398.43,3.1572,816.5960844444445,2219
Constant current discharge_0,1,-4400.29,3.1566,810.48544,2224
Constant current discharge_0,1,-4400.29,3.156,804.3739066666667,2229
Constant current discharge_0,1,-4400.29,3.1553,798.2622844444445,2234
Constant current discharge_0,1,-4398.43,3.1544,792.1522400000001,2239
Constant current discharge_0,1,-4399.18,3.1538,786.0431733333334,2244
Constant current discharge_0,1,-4399.18,3.1532,779.9331733333333,2249
Constant current discharge_0,1,-4398.8,3.1525,773.822728888889,2254
Constant current discharge_0,1,-4399.18,3.1516,767.7134844444445,2259
Constant current discharge_0,1,-4399.92,3.151,761.6033066666666,2264
Constant current discharge_0,1,-4399.18,3.1507,757.9366844444445,2267
Constant current discharge_1,1,-1099.14,3.2397,757.9366844444445,2273
Constant current discharge_1,1,-1099.51,3.2434,756.4100511111112,2277
Constant current discharge_1,1,-1099.88,3.2474,754.8831650000001,2282
Constant current discharge_1,1,-1099.88,3.2502,753.3551288888889,2287
Constant current discharge_1,1,-1099.51,3.2524,751.8278761111112,2292
Constant current discharge_1,1,-1099.33,3.2536,750.3008316666667,2297
Constant current discharge_1,1,-1099.51,3.2545,748.7740955555556,2302
Constant current discharge_1,1,-1099.7,3.2552,747.24684,2307
Constant current discharge_1,1,-1099.51,3.2555,745.7197427777778,2312
Constant current discharge_1,1,-1098.95,3.2558,744.192903888889,2317
Constant current discharge_1,1,-1100.26,3.2558,742.6656483333334,2322
Constant current discharge_1,1,-1099.51,3.2561,741.1380316666667,2327
Constant current discharge_1,1,-1099.51,3.2561,739.6109316666667,2332
Constant current discharge_1,1,-1100.26,3.2561,738.0834177777779,2337
Constant current discharge_1,1,-1099.51,3.2561,736.5557511111111,2342
Constant current discharge_1,1,-1098.95,3.2558,735.0288566666667,2347
Constant current discharge_1,1,-1098.95,3.2555,733.5020677777778,2352
Constant current discharge_1,1,-1099.51,3.2552,731.9749705555556,2357
Constant current discharge_1,1,-1099.88,3.2552,730.447715,2362
Constant current discharge_1,1,-1099.51,3.2548,728.9200455555556,2367
Constant current discharge_1,1,-1098.95,3.2545,727.3934650000001,2372
Constant current discharge_1,1,-1099.51,3.2542,725.8665205555556,2377
Constant current discharge_1,1,-1099.51,3.2539,724.3394233333333,2382
Constant current discharge_1,1,-1099.51,3.2536,722.8123261111111,2387
Constant current discharge_1,1,-1099.51,3.2533,721.2852316666667,2392
Constant current discharge_1,1,-1098.95,3.253,719.7584955555556,2397
Constant current discharge_1,1,-1099.33,3.2527,718.2318566666668,2402
Constant current discharge_1,1,-1099.51,3.2524,716.7043983333334,2407
Constant current discharge_1,1,-1099.33,3.2521,715.1774011111112,2412
Constant current discharge_1,1,-1099.33,3.2517,713.6507650000001,2417
Constant current discharge_1,1,-1099.88,3.2514,712.1229427777778,2422
Constant current discharge_1,1,-1099.51,3.2508,710.5957900000001,2427
Constant current discharge_1,1,-1099.51,3.2502,709.0686955555556,2432
Constant current discharge_1,1,-1099.51,3.2502,707.5415455555556,2437
Constant current discharge_1,1,-1099.51,3.2499,706.0144511111112,2442
Constant current discharge_1,1,-1099.7,3.2493,704.4872955555556,2447
Constant current discharge_1,1,-1100.26,3.249,702.9599344444445,2452
Constant current discharge_1,1,-1099.7,3.2486,701.4324844444445,2457
Constant current discharge_1,1,-1099.33,3.2483,699.9051177777778,2462
Constant current discharge_1,1,-1099.51,3.248,698.3783233333334,2467
Constant current discharge_1,1,-1099.51,3.2477,696.851228888889,2472
Constant current discharge_1,1,-1099.51,3.2474,695.3241344444446,2477
Constant current discharge_1,1,-1099.51,3.2471,693.7970344444445,2482
Constant current discharge_1,1,-1099.51,3.2468,692.2699455555556,2487
Constant current discharge_1,1,-1098.95,3.2465,690.7431011111112,2492
Constant current discharge_1,1,-1100.26,3.2462,689.2160566666668,2497
Constant current discharge_1,1,-1099.51,3.2459,687.6886400000001,2502
Constant current discharge_1,1,-1099.51,3.2455,686.1614955555556,2507
Constant current discharge_1,1,-1099.33,3.2452,684.6348011111112,2512
Constant current discharge_1,1,-1099.7,3.2449,683.1071900000001,2517
Constant current discharge_1,1,-1099.51,3.2446,681.5800844444445,2522
Constant current discharge_1,1,-1099.14,3.2443,680.0531400000001,2527
Constant current discharge_1,1,-1099.7,3.2443,678.5262511111112,2532
Constant current discharge_1,1,-1100.26,3.244,676.9981177777778,2537
Constant current discharge_1,1,-1099.51,3.2437,675.4708622222223,2542
Constant current discharge_1,1,-1099.51,3.2434,673.9437066666667,2547
Constant current discharge_1,1,-1099.7,3.2431,672.4165011111112,2552
Constant current discharge_1,1,-1100.26,3.2424,670.8886177777779,2557
Constant current discharge_1,1,-1099.33,3.2421,669.361528888889,2562
Constant current discharge_1,1,-1099.14,3.2418,667.8351066666667,2567
Constant current discharge_1,1,-1099.33,3.2415,666.3084622222223,2572
Constant current discharge_1,1,-1099.14,3.2412,664.7818733333334,2577
Constant current discharge_1,1,-1099.14,3.2409,663.2554511111111,2582
Constant current discharge_1,1,-1099.7,3.2406,661.7285066666667,2587
Constant current discharge_1,1,-1099.51,3.2406,660.2007844444445,2592
Constant current discharge_1,1,-1099.7,3.24,658.6735844444445,2597
Constant current discharge_1,1,-1099.14,3.2397,657.1466955555557,2602
Constant current discharge_1,1,-1100.26,3.2397,655.6192733333334,2607
Constant current discharge_1,1,-1099.51,3.2393,654.0920177777779,2612
Constant current discharge_1,1,-1099.51,3.239,652.5648733333334,2617
Constant current discharge_1,1,-1099.51,3.2387,651.0377177777779,2622
Constant current discharge_1,1,-1099.7,3.2384,649.5104733333334,2627
Constant current discharge_1,1,-1099.51,3.2381,647.9833733333334,2632
Constant current discharge_1,1,-1099.33,3.2378,646.4559511111112,2637
Constant current discharge_1,1,-1099.51,3.2378,644.9291177777778,2642
Constant current discharge_1,1,-1099.51,3.2375,643.4020177777778,2647
Constant current discharge_1,1,-1100.26,3.2372,641.8741955555556,2652
Constant current discharge_1,1,-1100.26,3.2369,640.3460066666667,2657
Constant current discharge_1,1,-1099.51,3.2366,638.8187955555557,2662
Constant current discharge_1,1,-1098.95,3.2362,637.2919066666667,2667
Constant current discharge_1,1,-1100.26,3.2359,635.7644955555556,2672
Constant current discharge_1,1,-1099.51,3.2359,634.2372955555556,2677
Constant current discharge_1,1,-1098.95,3.2356,632.7104177777778,2682
Constant current discharge_1,1,-1099.51,3.2353,631.1833622222223,2687
Constant current discharge_1,1,-1099.51,3.2347,629.6562066666668,2692
Constant current discharge_1,1,-1098.95,3.2344,628.1292177777779,2697
Constant current discharge_1,1,-1100.26,3.2344,626.6020622222222,2702
Constant current discharge_1,1,-1099.51,3.2341,625.0746511111112,2707
Constant current discharge_1,1,-1099.7,3.2338,623.5475066666668,2712
Constant current discharge_1,1,-1098.95,3.2335,622.0207066666667,2717
Constant current discharge_1,1,-1099.33,3.2331,620.494128888889,2722
Constant current discharge_1,1,-1099.51,3.2328,618.9671844444445,2727
Constant current discharge_1,1,-1099.7,3.2328,617.4398844444445,2732
Constant current discharge_1,1,-1099.51,3.2325,615.9126177777778,2737
Constant current discharge_1,1,-1099.14,3.2322,614.3858288888889,2742
Constant current discharge_1,1,-1099.51,3.2319,612.8591288888889,2747
Constant current discharge_1,1,-1099.51,3.2316,611.332028888889,2752
Constant current discharge_1,1,-1099.51,3.2316,609.804828888889,2757
Constant current discharge_1,1,-1099.51,3.2313,608.2777622222222,2762
Constant current discharge_1,1,-1099.51,3.231,606.7505955555556,2767
Constant current discharge_1,1,-1100.26,3.2307,605.2228844444445,2772
Constant current discharge_1,1,-1100.26,3.2304,603.69474,2777
Constant current discharge_1,1,-1099.88,3.2304,602.1669066666667,2782
Constant current discharge_1,1,-1099.51,3.23,600.6395177777779,2787
Constant current discharge_1,1,-1099.51,3.2297,599.1123622222223,2792
Constant current discharge_1,1,-1099.51,3.2294,597.5852622222222,2797
Constant current discharge_1,1,-1099.51,3.2291,596.0581622222223,2802
Constant current discharge_1,1,-1099.51,3.2291,594.5310066666667,2807
Constant current discharge_1,1,-1099.88,3.2288,593.0037511111111,2812
Constant current discharge_1,1,-1099.14,3.2285,591.4766511111111,2817
Constant current discharge_1,1,-1099.51,3.2282,589.9495955555556,2822
Constant current discharge_1,1,-1100.26,3.2279,588.4219955555557,2827
Constant current discharge_1,1,-1099.14,3.2279,586.8951955555556,2832
Constant current discharge_1,1,-1099.7,3.2276,585.3681066666667,2837
Constant current discharge_1,1,-1099.51,3.2269,583.8410066666668,2842
Constant current discharge_1,1,-1099.51,3.2266,582.3138733333334,2847
Constant current discharge_1,1,-1099.7,3.2263,580.7867066666668,2852
Constant current discharge_1,1,-1099.33,3.226,579.2599177777778,2857
Constant current discharge_1,1,-1099.7,3.226,577.7322955555555,2862
Constant current discharge_1,1,-1099.51,3.2257,576.2051511111111,2867
Constant current discharge_1,1,-1099.51,3.2254,574.6780511111111,2872
Constant current discharge_1,1,-1099.14,3.2251,573.151528888889,2877
Constant current discharge_1,1,-1099.33,3.2251,571.6246844444445,2882
Constant current discharge_1,1,-1099.14,3.2248,570.0979288888889,2887
Constant current discharge_1,1,-1099.51,3.2245,568.57124,2892
Constant current discharge_1,1,-1099.7,3.2242,567.0441066666667,2897
Constant current discharge_1,1,-1099.33,3.2238,565.5165733333333,2902
Constant current discharge_1,1,-1099.51,3.2238,563.9897733333333,2907
Constant current discharge_1,1,-1099.51,3.2235,562.4625955555556,2912
Constant current discharge_1,1,-1099.7,3.2232,560.9348622222223,2917
Constant current discharge_1,1,-1098.95,3.2229,559.408128888889,2922
Constant current discharge_1,1,-1099.51,3.2229,557.8813066666667,2927
Constant current discharge_1,1,-1099.7,3.2226,556.3541066666667,2932
Constant current discharge_1,1,-1099.88,3.2223,554.8265066666668,2937
Constant current discharge_1,1,-1099.51,3.222,553.2997733333334,2942
Constant current discharge_1,1,-1099.51,3.2217,551.7726844444445,2947
Constant current discharge_1,1,-1099.7,3.2217,550.2454844444445,2952
Constant current discharge_1,1,-1099.51,3.2214,548.7183955555556,2957
Constant current discharge_1,1,-1099.51,3.2211,547.1912844444445,2962
Constant current discharge_1,1,-1098.95,3.2207,545.6643511111112,2967
Constant current discharge_1,1,-1100.26,3.2207,544.1368844444445,2972
Constant current discharge_1,1,-1099.51,3.2204,542.60964,2977
Constant current discharge_1,1,-1099.51,3.2201,541.0825066666667,2982
Constant current discharge_1,1,-1099.88,3.2195,539.5551733333334,2987
Constant current discharge_1,1,-1099.51,3.2192,538.0277511111112,2992
Constant current discharge_1,1,-1099.51,3.2192,537.7223511111112,2993
Constant current discharge_2,1,-2198.84,3.2034,537.7223511111112,2999
Constant current discharge_2,1,-2199.59,3.1882,534.6682483333334,3003
Constant current discharge_2,1,-2199.59,3.1817,531.6133150000001,3008
Constant current discharge_2,1,-2199.77,3.1773,528.5582788888889,3013
Constant current discharge_2,1,-2198.84,3.1746,525.5032983333334,3018
Constant current discharge_2,1,-2199.77,3.1724,522.4484705555556,3023
Constant current discharge_2,1,-2200.14,3.1708,519.3931288888889,3028
Constant current discharge_2,1,-2199.03,3.1699,516.3385622222222,3033
Constant current discharge_2,1,-2199.59,3.169,513.2836261111112,3038
Constant current discharge_2,1,-2199.96,3.1684,510.22833722222225,3043
Constant current discharge_2,1,-2199.4,3.1677,507.1738733333334,3048
Constant current discharge_2,1,-2199.59,3.1671,504.11894000000007,3053
Constant current discharge_2,1,-2199.59,3.1665,501.06380111111116,3058
Constant current discharge_2,1,-2200.14,3.1659,498.0085094444445,3063
Constant current discharge_2,1,-2199.59,3.1649,494.9530622222223,3068
Constant current discharge_2,1,-2199.4,3.1646,491.89870111111117,3073
Constant current discharge_2,1,-2199.96,3.164,488.8434622222223,3078
Constant current discharge_2,1,-2200.14,3.1637,485.78786222222226,3083
Constant current discharge_2,1,-2199.59,3.1634,482.7324177777778,3088
Constant current discharge_2,1,-2199.59,3.1628,479.6774344444445,3093
Constant current discharge_2,1,-2198.84,3.1622,476.6230177777778,3098
Constant current discharge_2,1,-2200.14,3.1618,473.5679344444445,3103
Constant current discharge_2,1,-2199.59,3.1612,470.5127955555556,3108
Constant current discharge_2,1,-2199.59,3.1609,467.4578122222223,3113
Constant current discharge_2,1,-2198.84,3.1603,464.4032955555556,3118
Constant current discharge_2,1,-2198.84,3.1597,461.34940111111115,3123
Constant current discharge_2,1,-2199.59,3.1594,458.2947288888889,3128
Constant current discharge_2,1,-2199.59,3.1587,455.2396955555556,3133
Constant current discharge_2,1,-2199.96,3.1584,452.1845066666667,3138
Constant current discharge_2,1,-2199.59,3.1575,449.1298788888889,3143
Constant current discharge_2,1,-2199.59,3.1569,446.0748955555556,3148
Constant current discharge_2,1,-2199.4,3.1566,443.01965111111116,3153
Constant current discharge_2,1,-2199.59,3.156,439.9650288888889,3158
Constant current discharge_2,1,-2199.96,3.1553,436.9098955555556,3163
Constant current discharge_2,1,-2198.84,3.155,433.8551177777778,3168
Constant current discharge_2,1,-2199.59,3.1544,430.8001844444445,3173
Constant current discharge_2,1,-2199.96,3.1538,427.74484000000007,3178
Constant current discharge_2,1,-2199.03,3.1535,424.69026222222226,3183
Constant current discharge_2,1,-2199.59,3.1529,421.6352955555556,3188
Constant current discharge_2,1,-2199.59,3.1522,418.58030666666673,3193
Constant current discharge_2,1,-2199.96,3.1516,415.52495111111114,3198
Constant current discharge_2,1,-2199.59,3.1513,412.4696733333334,3203
Constant current discharge_2,1,-2199.59,3.1507,409.4146733333334,3208
Constant current discharge_2,1,-2198.84,3.1498,406.3601177777778,3213
Constant current discharge_2,1,-2199.96,3.1491,403.30494000000004,3218
Constant current discharge_2,1,-2199.77,3.1485,400.2494844444445,3223
Constant current discharge_2,1,-2198.84,3.1479,397.1951177777778,3228
Constant current discharge_2,1,-2199.77,3.1473,394.14045111111113,3233
Constant current discharge_2,1,-2199.77,3.1467,391.08485111111116,3238
Constant current discharge_2,1,-2199.59,3.146,388.0298733333334,3243
Constant current discharge_2,1,-2198.84,3.1454,384.97515111111113,3248
Constant current discharge_2,1,-2199.59,3.1448,381.9199955555556,3253
Constant current discharge_2,1,-2199.59,3.1442,378.8650066666667,3258
Constant current discharge_2,1,-2199.59,3.1436,375.8100400000001,3263
Constant current discharge_2,1,-2199.59,3.1429,372.75504,3268
Constant current discharge_2,1,-2199.59,3.142,369.7000622222223,3273
Constant current discharge_2,1,-2200.14,3.1414,366.6447844444445,3278
Constant current discharge_2,1,-2199.4,3.1408,363.59015111111114,3283
Constant current discharge_2,1,-2199.59,3.1401,360.5352177777778,3288
Constant current discharge_2,1,-2199.77,3.1395,357.4798733333334,3293
Constant current discharge_2,1,-2199.59,3.1386,354.4255066666667,3298
Constant current discharge_2,1,-2199.59,3.138,351.37052888888894,3303
Constant current discharge_2,1,-2199.77,3.1374,348.31541777777784,3308
Constant current discharge_2,1,-2199.96,3.1364,345.25972888888896,3313
Constant current discharge_2,1,-2199.03,3.1358,342.2049066666667,3318
Constant current discharge_2,1,-2199.59,3.1352,339.15024000000005,3323
Constant current discharge_2,1,-2199.03,3.1339,336.0954177777778,3328
Constant current discharge_2,1,-2199.96,3.1333,333.04084,3333
Constant current discharge_2,1,-2199.59,3.1324,329.98555111111114,3338
Constant current discharge_2,1,-2199.59,3.1318,326.93057333333337,3343
Constant current discharge_2,1,-2199.03,3.1308,323.8761066666667,3348
Constant current discharge_2,1,-2199.96,3.1299,320.8212844444445,3353
Constant current discharge_2,1,-2199.4,3.1293,317.7664844444445,3358
Constant current discharge_2,1,-2199.03,3.129,317.15564000000006,3359
Constant current discharge_3,1,-2199.77,3.1529,317.15564000000006,3365
Constant current discharge_3,1,-2199.03,3.1383,314.10050388888897,3369
Constant current discharge_3,1,-2199.59,3.1327,311.04572611111115,3374
Constant current discharge_3,1,-2200.14,3.1299,307.99048722222227,3379
Constant current discharge_3,1,-2198.84,3.1277,304.93591777777783,3384
Constant current discharge_3,1,-2199.59,3.1259,301.8809844444445,3389
Constant current discharge_3,1,-2199.77,3.1246,298.8259483333334,3394
Constant current discharge_3,1,-2199.59,3.1234,295.7704511111112,3399
Constant current discharge_3,1,-2198.84,3.1225,292.71603722222227,3404
Constant current discharge_3,1,-2199.59,3.1212,289.66167611111115,3409
Constant current discharge_3,1,-2199.4,3.1203,286.6068483333334,3414
Constant current discharge_3,1,-2199.03,3.1191,283.5527983333334,3419
Constant current discharge_3,1,-2199.96,3.1178,280.4977150000001,3424
Constant current discharge_3,1,-2199.59,3.1169,277.4424705555556,3429
Constant current discharge_3,1,-2199.59,3.116,274.38749000000007,3434
Constant current discharge_3,1,-2199.03,3.115,271.33323166666673,3439
Constant current discharge_3,1,-2199.4,3.1141,268.2787122222223,3444
Constant current discharge_3,1,-2199.59,3.1129,265.22367888888897,3449
Constant current discharge_3,1,-2199.03,3.1116,262.1690011111112,3454
Constant current discharge_3,1,-2199.59,3.1107,259.114278888889,3459
Constant current discharge_3,1,-2200.14,3.1094,256.05904000000004,3464
Constant current discharge_3,1,-2199.4,3.1085,253.0044733333334,3469
Constant current discharge_3,1,-2199.59,3.1073,249.94948444444452,3474
Constant current discharge_3,1,-2199.4,3.1063,246.89424000000008,3479
Constant current discharge_3,1,-2199.59,3.1054,243.83967888888895,3484
Constant current discharge_3,1,-2199.59,3.1039,240.78464000000008,3489
Constant current discharge_3,1,-2199.03,3.1026,237.72949555555562,3494
Constant current discharge_3,1,-2199.59,3.1014,234.6748844444445,3499
Constant current discharge_3,1,-2200.14,3.1005,231.61964000000006,3504
Constant current discharge_3,1,-2198.84,3.0992,228.5650233333334,3509
Constant current discharge_3,1,-2199.59,3.098,225.5100344444445,3514
Constant current discharge_3,1,-2199.77,3.0967,222.45464000000007,3519
Constant current discharge_3,1,-2199.59,3.0949,219.40011777777784,3524
Constant current discharge_3,1,-2199.59,3.0936,216.34514000000007,3529
Constant current discharge_3,1,-2199.03,3.0924,213.28995111111118,3534
Constant current discharge_3,1,-2199.59,3.0908,210.2353844444445,3539
Constant current discharge_3,1,-2199.77,3.0896,207.18035111111118,3544
Constant current discharge_3,1,-2199.59,3.0877,204.12515111111117,3549
Constant current discharge_3,1,-2199.59,3.0862,201.0701733333334,3554
Constant current discharge_3,1,-2199.4,3.0846,198.01482888888896,3559
Constant current discharge_3,1,-2199.59,3.0828,194.96036222222227,3564
Constant current discharge_3,1,-2199.59,3.0812,191.9053844444445,3569
Constant current discharge_3,1,-2200.14,3.0791,188.84998444444452,3574
Constant current discharge_3,1,-2200.14,3.0772,185.7949622222223,3579
Constant current discharge_3,1,-2198.84,3.0753,182.74019555555563,3584
Constant current discharge_3,1,-2199.59,3.0735,179.68524000000005,3589
Constant current discharge_3,1,-2200.14,3.071,176.62991777777785,3594
Constant current discharge_3,1,-2198.84,3.0691,173.57540666666674,3599
Constant current discharge_3,1,-2199.59,3.067,170.52045111111119,3604
Constant current discharge_3,1,-2199.59,3.0645,167.4654844444445,3609
Constant current discharge_3,1,-2199.59,3.062,164.4104844444445,3614
Constant current discharge_3,1,-2199.59,3.0598,161.35550666666674,3619
Constant current discharge_3,1,-2199.96,3.0571,158.30032888888894,3624
Constant current discharge_3,1,-2199.77,3.0546,155.24471777777785,3629
Constant current discharge_3,1,-2199.03,3.0521,152.19002888888895,3634
Constant current discharge_3,1,-2199.4,3.049,149.1358844444445,3639
Constant current discharge_3,1,-2199.59,3.0462,146.08091777777784,3644
Constant current discharge_3,1,-2199.59,3.0434,143.02591777777783,3649
Constant current discharge_3,1,-2199.59,3.0403,139.9708844444445,3654
Constant current discharge_3,1,-2199.59,3.0375,136.9158955555556,3659
Constant current discharge_3,1,-2200.14,3.0341,133.86034000000006,3664
Constant current discharge_3,1,-2198.84,3.0307,130.80589555555562,3669
Constant current discharge_3,1,-2199.59,3.0276,127.75095111111116,3674
Constant current discharge_3,1,-2200.14,3.0239,124.6956622222223,3679
Constant current discharge_3,1,-2199.4,3.0205,121.64108444444452,3684
Constant current discharge_3,1,-2199.59,3.0168,118.58610666666672,3689
Constant current discharge_3,1,-2199.77,3.013,115.53075111111119,3694
Constant current discharge_3,1,-2199.59,3.0087,112.47619555555562,3699
Constant current discharge_3,1,-2199.59,3.0047,109.42119555555561,3704
Constant current discharge_3,1,-2199.77,3.0003,106.36575111111117,3709
Constant current discharge_3,1,-2199.4,2.9957,103.31146222222227,3714
Constant current discharge_3,1,-2199.77,2.991,100.25641777777784,3719
Constant current discharge_3,1,-2199.59,2.9861,97.20144000000008,3724
Constant current discharge_3,1,-2199.96,2.9811,94.14628444444452,3729
Constant current discharge_3,1,-2198.84,2.9755,91.09135111111118,3734
Constant current discharge_3,1,-2199.96,2.9696,88.03648444444451,3739
Constant current discharge_3,1,-2199.03,2.9637,84.9820844444445,3744
Constant current discharge_3,1,-2199.77,2.9572,81.92704000000006,3749
Constant current discharge_3,1,-2199.03,2.951,78.87195111111117,3754
Constant current discharge_3,1,-2199.59,2.9439,75.81735111111118,3759
Constant current discharge_3,1,-2199.59,2.9365,72.76219555555562,3764
Constant current discharge_3,1,-2199.59,2.9284,69.70775111111118,3769
Constant current discharge_3,1,-2199.03,2.92,66.65241777777783,3774
Constant current discharge_3,1,-2199.59,2.911,63.597595555555614,3779
Constant current discharge_3,1,-2199.59,2.9014,60.542573333333394,3784
Constant current discharge_3,1,-2199.96,2.8915,57.487173333333374,3789
Constant current discharge_3,1,-2199.4,2.8807,54.43266222222229,3794
Constant current discharge_3,1,-2199.59,2.8689,51.377662222222284,3799
Constant current discharge_3,1,-2199.4,2.8562,48.32248444444451,3804
Constant current discharge_3,1,-2199.59,2.8428,45.26777333333342,3809
Constant current discharge_3,1,-2200.14,2.828,42.21250666666674,3814
Constant current discharge_3,1,-2198.84,2.8118,39.157973333333416,3819
Constant current discharge_3,1,-2199.59,2.7942,36.102928888888925,3824
Constant current discharge_3,1,-2200.14,2.7752,33.04757333333339,3829
Constant current discharge_3,1,-2199.03,2.7542,29.99279555555563,3834
Constant current discharge_3,1,-2199.59,2.7306,26.938373333333402,3839
Constant current discharge_3,1,-2198.84,2.7046,23.883840000000077,3844
Constant current discharge_3,1,-2199.59,2.6751,20.829106666666746,3849
Constant current discharge_3,1,-2199.59,2.6404,17.77410666666674,3854
Constant current discharge_3,1,-2199.96,2.6004,14.718928888888968,3859
Constant current discharge_3,1,-2198.84,2.5508,11.663973333333388,3864
Constant current discharge_3,1,-2199.59,2.486,8.609240000000057,3869
Constant current discharge_3,1,-2199.4,2.3859,5.554262222222292,3874
Constant current discharge_3,1,-2199.4,2.1357,2.4996400000000563,3879
Constant current discharge_3,1,-2198.84,1.9314,1.2781066666667016,3881
