cell_id,cycle,scenario,feature,V_std,count,I_std,V_min,V_max
10-4,214,charge-low,V_std,0.0867103107020895,,,,
10-4,215,charge-low,V_std,0.0866413060621877,,,,
10-4,216,charge-low,V_std,0.0867296067588083,,,,
10-4,217,charge-low,V_std,0.0866599508655247,,,,
10-4,218,charge-low,V_std,0.0868200629487859,,,,
10-4,219,charge-low,V_std,0.0869423902096401,,,,
10-4,220,charge-low,V_std,0.0867822197782385,,,,
10-4,221,charge-low,V_std,0.0866481808248417,,,,
10-4,222,charge-low,V_std,0.0866658300269146,,,,
10-4,223,charge-low,V_std,0.0867417012689094,,,,
10-4,224,charge-low,V_std,0.0867845785099227,,,,
10-4,225,charge-low,V_std,0.0868445827493058,,,,
10-4,226,charge-low,V_std,0.0867103407446963,,,,
10-4,227,charge-low,V_std,0.0865945078784305,,,,
10-4,228,charge-low,V_std,0.0867761217851795,,,,
10-4,229,charge-low,V_std,0.0867305743916402,,,,
10-4,230,charge-low,V_std,0.0865483248652095,,,,
10-4,231,charge-low,V_std,0.0864877294319563,,,,
10-4,233,charge-low,V_std,0.0864837834233785,,,,
10-4,234,charge-low,V_std,0.0866203630159281,,,,
10-4,235,charge-low,V_std,0.0865391816801517,,,,
10-4,236,charge-low,V_std,0.0865798992729219,,,,
10-4,237,charge-low,V_std,0.0866382860409664,,,,
10-4,238,charge-low,V_std,0.0867648664266837,,,,
10-4,239,charge-low,V_std,0.0866678643907126,,,,
10-4,240,charge-low,V_std,0.0864638680317421,,,,
10-4,241,charge-low,V_std,0.0865180173271539,,,,
10-4,242,charge-low,V_std,0.0865297009569127,,,,
10-4,243,charge-low,V_std,0.0864938971461941,,,,
10-4,244,charge-low,V_std,0.0866617179553323,,,,
10-4,245,charge-low,V_std,0.0867506515868924,,,,
10-4,246,charge-low,V_std,0.0865744405879817,,,,
10-4,247,charge-low,V_std,0.0866368855496561,,,,
10-4,248,charge-low,V_std,0.0866441109737491,,,,
10-4,253,charge-low,V_std,0.0866016522035438,,,,
10-4,256,charge-low,V_std,0.0867474405892366,,,,
10-4,257,charge-low,V_std,0.0867334387645572,,,,
10-4,258,charge-low,V_std,0.0866209205557636,,,,
10-4,263,charge-low,V_std,0.0865019577342094,,,,
10-4,264,charge-low,V_std,0.0866180824291489,,,,
10-4,265,charge-low,V_std,0.0864578284585884,,,,
10-4,266,charge-low,V_std,0.0866292638656599,,,,
10-4,267,charge-low,V_std,0.086578435752939,,,,
10-4,275,charge-low,V_std,0.0865431551325769,,,,
10-4,276,charge-low,V_std,0.086454081067076,,,,
10-4,285,charge-low,V_std,0.0865937641519105,,,,
10-4,286,charge-low,V_std,0.0864301468101314,,,,
10-4,303,charge-low,V_std,0.0864875667058064,,,,
10-4,304,charge-low,V_std,0.0865612284766574,,,,
10-4,305,charge-low,V_std,0.0864355246405997,,,,
10-4,313,charge-low,V_std,0.0864177944312871,,,,
10-4,322,charge-low,V_std,0.0864707226123888,,,,
10-4,327,charge-low,V_std,0.0864147417491725,,,,
10-4,341,charge-low,V_std,0.086464303348586,,,,
10-4,349,charge-low,V_std,0.0864816306422378,,,,
10-4,386,charge-low,V_std,0.0864840610120851,,,,
10-5,2,charge-low,V_std,0.0688262657827019,,,,
10-7,3,charge-low,V_std,0.0721743809967542,,,,
1-6,2,charge-low,count,,333.0,,,
1-6,3,charge-low,count,,326.0,,,
1-6,4,charge-low,count,,335.0,,,
1-6,5,charge-low,count,,327.0,,,
1-6,6,charge-low,count,,333.0,,,
1-6,7,charge-low,count,,332.0,,,
1-6,8,charge-low,count,,330.0,,,
1-6,9,charge-low,count,,329.0,,,
1-6,10,charge-low,count,,329.0,,,
1-6,11,charge-low,count,,333.0,,,
1-6,12,charge-low,count,,329.0,,,
1-6,13,charge-low,count,,328.0,,,
1-6,14,charge-low,count,,332.0,,,
1-6,15,charge-low,count,,328.0,,,
1-6,16,charge-low,count,,332.0,,,
1-6,17,charge-low,count,,328.0,,,
1-6,18,charge-low,count,,327.0,,,
1-6,19,charge-low,count,,331.0,,,
1-6,20,charge-low,count,,327.0,,,
1-6,21,charge-low,count,,326.0,,,
1-6,22,charge-low,count,,330.0,,,
1-6,23,charge-low,count,,326.0,,,
1-6,24,charge-low,count,,330.0,,,
1-6,25,charge-low,count,,327.0,,,
1-6,26,charge-low,count,,330.0,,,
1-6,27,charge-low,count,,330.0,,,
1-6,28,charge-low,count,,327.0,,,
1-6,29,charge-low,count,,330.0,,,
1-6,30,charge-low,count,,327.0,,,
1-6,31,charge-low,count,,330.0,,,
1-6,32,charge-low,count,,326.0,,,
1-6,33,charge-low,count,,329.0,,,
1-6,34,charge-low,count,,329.0,,,
1-6,35,charge-low,count,,327.0,,,
1-6,36,charge-low,count,,328.0,,,
1-6,37,charge-low,count,,325.0,,,
1-6,38,charge-low,count,,328.0,,,
1-6,39,charge-low,count,,328.0,,,
1-6,40,charge-low,count,,325.0,,,
1-6,41,charge-low,count,,328.0,,,
1-6,42,charge-low,count,,325.0,,,
1-6,43,charge-low,count,,327.0,,,
1-6,44,charge-low,count,,324.0,,,
1-6,45,charge-low,count,,326.0,,,
1-6,46,charge-low,count,,326.0,,,
1-6,47,charge-low,count,,325.0,,,
1-6,48,charge-low,count,,327.0,,,
1-6,49,charge-low,count,,326.0,,,
1-6,50,charge-low,count,,325.0,,,
1-6,51,charge-low,count,,324.0,,,
1-6,52,charge-low,count,,326.0,,,
1-6,53,charge-low,count,,325.0,,,
1-6,54,charge-low,count,,323.0,,,
1-6,55,charge-low,count,,324.0,,,
1-6,56,charge-low,count,,324.0,,,
1-6,57,charge-low,count,,323.0,,,
1-6,58,charge-low,count,,324.0,,,
1-6,59,charge-low,count,,325.0,,,
1-6,60,charge-low,count,,322.0,,,
1-6,61,charge-low,count,,323.0,,,
1-6,62,charge-low,count,,324.0,,,
1-6,63,charge-low,count,,323.0,,,
1-6,64,charge-low,count,,324.0,,,
1-6,65,charge-low,count,,323.0,,,
1-6,66,charge-low,count,,322.0,,,
1-6,67,charge-low,count,,321.0,,,
1-6,68,charge-low,count,,323.0,,,
1-6,69,charge-low,count,,323.0,,,
1-6,70,charge-low,count,,321.0,,,
1-6,71,charge-low,count,,323.0,,,
1-6,72,charge-low,count,,323.0,,,
1-6,73,charge-low,count,,321.0,,,
1-6,74,charge-low,count,,323.0,,,
1-6,75,charge-low,count,,323.0,,,
1-6,76,charge-low,count,,324.0,,,
1-6,77,charge-low,count,,323.0,,,
1-6,78,charge-low,count,,321.0,,,
1-6,79,charge-low,count,,322.0,,,
1-6,80,charge-low,count,,321.0,,,
1-6,81,charge-low,count,,322.0,,,
1-6,82,charge-low,count,,322.0,,,
1-6,83,charge-low,count,,322.0,,,
1-6,84,charge-low,count,,321.0,,,
1-6,85,charge-low,count,,322.0,,,
1-6,86,charge-low,count,,320.0,,,
1-6,87,charge-low,count,,321.0,,,
1-6,88,charge-low,count,,321.0,,,
1-6,89,charge-low,count,,319.0,,,
1-6,90,charge-low,count,,320.0,,,
1-6,91,charge-low,count,,320.0,,,
1-6,92,charge-low,count,,321.0,,,
1-6,93,charge-low,count,,318.0,,,
1-6,94,charge-low,count,,320.0,,,
1-6,95,charge-low,count,,321.0,,,
1-6,96,charge-low,count,,320.0,,,
1-6,97,charge-low,count,,317.0,,,
1-6,98,charge-low,count,,320.0,,,
1-6,99,charge-low,count,,320.0,,,
1-6,100,charge-low,count,,317.0,,,
1-6,101,charge-low,count,,320.0,,,
1-6,102,charge-low,count,,318.0,,,
1-6,103,charge-low,count,,319.0,,,
1-6,104,charge-low,count,,319.0,,,
1-6,105,charge-low,count,,317.0,,,
1-6,106,charge-low,count,,319.0,,,
1-6,107,charge-low,count,,316.0,,,
1-6,108,charge-low,count,,318.0,,,
1-6,109,charge-low,count,,318.0,,,
1-6,110,charge-low,count,,318.0,,,
1-6,112,charge-low,count,,318.0,,,
1-6,113,charge-low,count,,318.0,,,
1-6,114,charge-low,count,,318.0,,,
1-6,116,charge-low,count,,316.0,,,
1-6,117,charge-low,count,,317.0,,,
1-6,118,charge-low,count,,317.0,,,
1-6,120,charge-low,count,,317.0,,,
1-6,121,charge-low,count,,316.0,,,
1-6,122,charge-low,count,,316.0,,,
1-6,124,charge-low,count,,316.0,,,
1-6,125,charge-low,count,,316.0,,,
1-6,126,charge-low,count,,317.0,,,
1-6,127,charge-low,count,,316.0,,,
1-6,136,charge-low,count,,316.0,,,
1-6,137,charge-low,count,,316.0,,,
4-8,79,charge-low,count,,316.0,,,
4-8,85,charge-low,count,,316.0,,,
4-8,86,charge-low,count,,316.0,,,
4-8,87,charge-low,count,,316.0,,,
6-2,107,charge-low,count,,316.0,,,
7-2,1822,charge-low,count,,114.0,,,
7-2,1826,charge-low,count,,114.0,,,
7-2,1828,charge-low,count,,114.0,,,
7-2,1830,charge-low,count,,114.0,,,
7-2,1831,charge-low,count,,113.0,,,
7-2,1832,charge-low,count,,114.0,,,
7-2,1834,charge-low,count,,114.0,,,
7-2,1836,charge-low,count,,112.0,,,
7-2,1838,charge-low,count,,112.0,,,
7-2,1840,charge-low,count,,112.0,,,
7-2,1841,charge-low,count,,112.0,,,
7-2,1843,charge-low,count,,111.0,,,
7-2,1845,charge-low,count,,111.0,,,
7-2,1847,charge-low,count,,111.0,,,
7-2,1848,charge-low,count,,113.0,,,
7-2,1850,charge-low,count,,113.0,,,
7-2,1852,charge-low,count,,113.0,,,
7-2,1854,charge-low,count,,111.0,,,
7-2,1855,charge-low,count,,113.0,,,
7-2,1857,charge-low,count,,113.0,,,
7-2,1859,charge-low,count,,112.0,,,
7-2,1860,charge-low,count,,112.0,,,
7-2,1862,charge-low,count,,112.0,,,
7-2,1864,charge-low,count,,112.0,,,
7-2,1866,charge-low,count,,113.0,,,
7-2,1868,charge-low,count,,112.0,,,
7-2,1869,charge-low,count,,110.0,,,
7-2,1870,charge-low,count,,112.0,,,
7-2,1872,charge-low,count,,110.0,,,
7-2,1874,charge-low,count,,110.0,,,
7-2,1875,charge-low,count,,112.0,,,
7-2,1877,charge-low,count,,111.0,,,
7-2,1879,charge-low,count,,111.0,,,
7-2,1880,charge-low,count,,111.0,,,
7-2,1882,charge-low,count,,110.0,,,
7-2,1884,charge-low,count,,112.0,,,
7-2,1885,charge-low,count,,110.0,,,
7-2,1887,charge-low,count,,111.0,,,
7-2,1888,charge-low,count,,112.0,,,
7-2,1890,charge-low,count,,112.0,,,
7-2,1891,charge-low,count,,112.0,,,
7-2,1893,charge-low,count,,112.0,,,
7-2,1895,charge-low,count,,111.0,,,
7-2,1897,charge-low,count,,111.0,,,
7-2,1898,charge-low,count,,111.0,,,
7-2,1899,charge-low,count,,111.0,,,
7-2,1901,charge-low,count,,111.0,,,
7-2,1903,charge-low,count,,111.0,,,
7-2,1905,charge-low,count,,110.0,,,
7-2,1907,charge-low,count,,111.0,,,
7-2,1909,charge-low,count,,111.0,,,
7-2,1910,charge-low,count,,110.0,,,
7-2,1912,charge-low,count,,110.0,,,
7-2,1913,charge-low,count,,111.0,,,
7-2,1915,charge-low,count,,112.0,,,
7-2,1917,charge-low,count,,111.0,,,
7-2,1918,charge-low,count,,110.0,,,
7-2,1920,charge-low,count,,110.0,,,
7-2,1921,charge-low,count,,112.0,,,
7-2,1923,charge-low,count,,112.0,,,
7-2,1924,charge-low,count,,111.0,,,
7-2,1926,charge-low,count,,112.0,,,
7-2,1928,charge-low,count,,111.0,,,
7-2,1929,charge-low,count,,111.0,,,
7-2,1930,charge-low,count,,112.0,,,
7-2,1932,charge-low,count,,111.0,,,
7-2,1934,charge-low,count,,112.0,,,
7-2,1935,charge-low,count,,110.0,,,
7-2,1937,charge-low,count,,111.0,,,
7-2,1938,charge-low,count,,110.0,,,
7-2,1940,charge-low,count,,109.0,,,
7-2,1942,charge-low,count,,109.0,,,
7-2,1943,charge-low,count,,111.0,,,
7-2,1945,charge-low,count,,110.0,,,
7-2,1946,charge-low,count,,113.0,,,
7-2,1948,charge-low,count,,112.0,,,
7-2,1950,charge-low,count,,112.0,,,
7-2,1951,charge-low,count,,109.0,,,
7-2,1953,charge-low,count,,110.0,,,
7-2,1954,charge-low,count,,112.0,,,
7-2,1956,charge-low,count,,110.0,,,
7-2,1957,charge-low,count,,110.0,,,
7-2,1959,charge-low,count,,111.0,,,
7-2,1961,charge-low,count,,110.0,,,
7-2,1962,charge-low,count,,109.0,,,
7-2,1963,charge-low,count,,110.0,,,
7-2,1965,charge-low,count,,111.0,,,
7-2,1966,charge-low,count,,114.0,,,
7-2,1967,charge-low,count,,111.0,,,
7-2,1969,charge-low,count,,109.0,,,
7-2,1970,charge-low,count,,108.0,,,
7-2,1972,charge-low,count,,109.0,,,
7-2,1973,charge-low,count,,111.0,,,
7-2,1975,charge-low,count,,109.0,,,
7-2,1976,charge-low,count,,110.0,,,
7-2,1978,charge-low,count,,109.0,,,
7-2,1979,charge-low,count,,111.0,,,
7-2,1981,charge-low,count,,110.0,,,
7-2,1982,charge-low,count,,110.0,,,
7-2,1984,charge-low,count,,111.0,,,
7-2,1985,charge-low,count,,110.0,,,
7-2,1986,charge-low,count,,110.0,,,
7-2,1988,charge-low,count,,110.0,,,
7-2,1990,charge-low,count,,109.0,,,
7-2,1992,charge-low,count,,109.0,,,
7-2,1993,charge-low,count,,109.0,,,
7-2,1995,charge-low,count,,109.0,,,
7-2,1996,charge-low,count,,109.0,,,
7-2,1997,charge-low,count,,112.0,,,
7-2,1999,charge-low,count,,111.0,,,
7-2,2000,charge-low,count,,111.0,,,
7-2,2001,charge-low,count,,111.0,,,
7-2,2003,charge-low,count,,111.0,,,
7-2,2005,charge-low,count,,110.0,,,
7-2,2006,charge-low,count,,110.0,,,
7-2,2007,charge-low,count,,110.0,,,
7-2,2009,charge-low,count,,110.0,,,
7-2,2010,charge-low,count,,110.0,,,
7-2,2012,charge-low,count,,111.0,,,
7-2,2013,charge-low,count,,110.0,,,
7-2,2014,charge-low,count,,111.0,,,
7-2,2016,charge-low,count,,111.0,,,
7-2,2017,charge-low,count,,111.0,,,
7-2,2018,charge-low,count,,111.0,,,
7-2,2020,charge-low,count,,110.0,,,
7-2,2022,charge-low,count,,110.0,,,
7-2,2023,charge-low,count,,110.0,,,
7-2,2025,charge-low,count,,111.0,,,
7-2,2026,charge-low,count,,110.0,,,
7-2,2028,charge-low,count,,111.0,,,
7-2,2029,charge-low,count,,111.0,,,
7-2,2030,charge-low,count,,112.0,,,
7-2,1798,charge-low,I_std,,,1.9346980744042783,,
7-2,1800,charge-low,I_std,,,1.9383117490633703,,
7-2,1803,charge-low,I_std,,,1.9418291471747615,,
7-2,1805,charge-low,I_std,,,1.945380554827044,,
7-2,1807,charge-low,I_std,,,1.9476697999025248,,
7-2,1808,charge-low,I_std,,,1.9358956872034816,,
7-2,1809,charge-low,I_std,,,1.949934641913981,,
7-2,1810,charge-low,I_std,,,1.937725594710729,,
7-2,1811,charge-low,I_std,,,1.953670785210719,,
7-2,1812,charge-low,I_std,,,1.9418425558056605,,
7-2,1813,charge-low,I_std,,,1.9562992722021453,,
7-2,1814,charge-low,I_std,,,1.9459455392979292,,
7-2,1815,charge-low,I_std,,,1.958590415275544,,
7-2,1816,charge-low,I_std,,,1.962197164757768,,
7-2,1817,charge-low,I_std,,,1.9520488472960205,,
7-2,1818,charge-low,I_std,,,1.964672390559855,,
7-2,1819,charge-low,I_std,,,1.956136268898002,,
7-2,1820,charge-low,I_std,,,1.9668486835064103,,
7-2,1821,charge-low,I_std,,,1.9581027478112651,,
7-2,1823,charge-low,I_std,,,1.9623240894971423,,
7-2,1824,charge-low,I_std,,,1.9937586748220548,,
7-2,1825,charge-low,I_std,,,1.9853057646091037,,
7-2,1827,charge-low,I_std,,,1.989595007638296,,
7-2,1829,charge-low,I_std,,,1.9917679531519688,,
7-2,1833,charge-low,I_std,,,2.001988671121321,,
7-2,1835,charge-low,I_std,,,1.9929856891887272,,
7-2,1837,charge-low,I_std,,,1.9990839226884327,,
7-2,1839,charge-low,I_std,,,1.972728872653152,,
7-2,1842,charge-low,I_std,,,1.973587260936478,,
7-2,1844,charge-low,I_std,,,1.9664925170425305,,
7-2,1846,charge-low,I_std,,,1.970652207007404,,
7-2,1849,charge-low,I_std,,,1.986459169972568,,
7-2,1851,charge-low,I_std,,,1.9812462458758129,,
7-2,1853,charge-low,I_std,,,1.9717228951430563,,
7-2,1856,charge-low,I_std,,,1.9956119675479933,,
7-2,1858,charge-low,I_std,,,1.997893678844711,,
7-2,1861,charge-low,I_std,,,1.9758298445782545,,
7-2,1863,charge-low,I_std,,,2.0083340056027077,,
7-2,1865,charge-low,I_std,,,1.9822993519666037,,
7-2,1867,charge-low,I_std,,,1.9864300183123715,,
7-2,1871,charge-low,I_std,,,1.980254408535885,,
7-2,1873,charge-low,I_std,,,1.9728206304980425,,
7-2,1876,charge-low,I_std,,,1.9737512674904656,,
7-2,1878,charge-low,I_std,,,1.9443927090082893,,
7-2,1881,charge-low,I_std,,,1.9545219275704708,,
7-2,1883,charge-low,I_std,,,1.9513841554394369,,
7-2,1886,charge-low,I_std,,,1.9684135128490925,,
7-2,1889,charge-low,I_std,,,1.969105236035472,,
7-2,1892,charge-low,I_std,,,1.9681940722294835,,
7-2,1894,charge-low,I_std,,,1.9703713290963505,,
7-2,1896,charge-low,I_std,,,1.972680676879062,,
7-2,1900,charge-low,I_std,,,1.9533857269137744,,
7-2,1902,charge-low,I_std,,,1.9500450630570616,,
7-2,1904,charge-low,I_std,,,1.950655483921444,,
7-2,1906,charge-low,I_std,,,1.9544941655305177,,
7-2,1908,charge-low,I_std,,,1.9512048020435613,,
7-2,1911,charge-low,I_std,,,1.9500956144953,,
7-2,1914,charge-low,I_std,,,1.9564823390899733,,
7-2,1916,charge-low,I_std,,,1.9732704509429055,,
7-2,1919,charge-low,I_std,,,1.9390124582415385,,
7-2,1922,charge-low,I_std,,,1.9545765285824372,,
7-2,1925,charge-low,I_std,,,1.946189895159763,,
7-2,1927,charge-low,I_std,,,1.9408392097811025,,
7-2,1931,charge-low,I_std,,,1.9420176839371976,,
7-2,1933,charge-low,I_std,,,1.9459699181927848,,
7-2,1944,charge-low,I_std,,,1.9375010135708997,,
7-2,1947,charge-low,I_std,,,1.9529751361865169,,
7-2,1949,charge-low,I_std,,,1.9552971874688,,
1-4,1081,charge-low,V_min,,,,3.3956,
1-4,1082,charge-low,V_min,,,,3.3956,
1-4,1083,charge-low,V_min,,,,3.3956,
1-4,1084,charge-low,V_min,,,,3.3956,
1-4,1086,charge-low,V_min,,,,3.3956,
1-4,1087,charge-low,V_min,,,,3.3956,
1-4,1088,charge-low,V_min,,,,3.3959,
1-4,1089,charge-low,V_min,,,,3.3959,
1-4,1090,charge-low,V_min,,,,3.3959,
1-4,1091,charge-low,V_min,,,,3.3959,
1-4,1092,charge-low,V_min,,,,3.3959,
1-4,1093,charge-low,V_min,,,,3.3962,
1-4,1094,charge-low,V_min,,,,3.3962,
1-4,1095,charge-low,V_min,,,,3.3959,
1-4,1096,charge-low,V_min,,,,3.3962,
1-4,1097,charge-low,V_min,,,,3.3962,
1-4,1098,charge-low,V_min,,,,3.3962,
1-4,1099,charge-low,V_min,,,,3.3959,
1-4,1100,charge-low,V_min,,,,3.3959,
1-4,1101,charge-low,V_min,,,,3.3959,
1-4,1102,charge-low,V_min,,,,3.3956,
1-4,1103,charge-low,V_min,,,,3.3959,
1-4,1104,charge-low,V_min,,,,3.3959,
1-4,1105,charge-low,V_min,,,,3.3959,
1-4,1106,charge-low,V_min,,,,3.3959,
1-4,1107,charge-low,V_min,,,,3.3959,
1-4,1108,charge-low,V_min,,,,3.3959,
1-4,1109,charge-low,V_min,,,,3.3959,
1-4,1110,charge-low,V_min,,,,3.3959,
1-4,1111,charge-low,V_min,,,,3.3956,
1-4,1112,charge-low,V_min,,,,3.3956,
1-4,1113,charge-low,V_min,,,,3.3959,
1-4,1114,charge-low,V_min,,,,3.3959,
1-4,1115,charge-low,V_min,,,,3.3956,
1-4,1116,charge-low,V_min,,,,3.3959,
1-4,1117,charge-low,V_min,,,,3.3959,
1-4,1118,charge-low,V_min,,,,3.3959,
1-4,1119,charge-low,V_min,,,,3.3956,
1-4,1120,charge-low,V_min,,,,3.3956,
1-4,1121,charge-low,V_min,,,,3.3959,
1-4,1122,charge-low,V_min,,,,3.3959,
1-4,1123,charge-low,V_min,,,,3.3959,
1-4,1124,charge-low,V_min,,,,3.3959,
1-4,1125,charge-low,V_min,,,,3.3956,
1-4,1126,charge-low,V_min,,,,3.3956,
1-4,1127,charge-low,V_min,,,,3.3956,
1-4,1128,charge-low,V_min,,,,3.3956,
1-4,1129,charge-low,V_min,,,,3.3956,
1-4,1130,charge-low,V_min,,,,3.3959,
1-4,1131,charge-low,V_min,,,,3.3959,
1-4,1132,charge-low,V_min,,,,3.3959,
1-4,1135,charge-low,V_min,,,,3.3956,
1-4,1136,charge-low,V_min,,,,3.3956,
1-4,1138,charge-low,V_min,,,,3.3956,
1-4,1142,charge-low,V_min,,,,3.3956,
1-4,1143,charge-low,V_min,,,,3.3956,
1-4,1144,charge-low,V_min,,,,3.3956,
1-4,1146,charge-low,V_min,,,,3.3956,
1-4,1159,charge-low,V_min,,,,3.3956,
4-1,289,charge-low,V_max,,,,,3.5965
4-1,291,charge-low,V_max,,,,,3.5965
4-1,292,charge-low,V_max,,,,,3.5965
4-1,293,charge-low,V_max,,,,,3.5965
4-1,294,charge-low,V_max,,,,,3.5962
4-1,295,charge-low,V_max,,,,,3.5965
4-1,296,charge-low,V_max,,,,,3.5965
4-1,297,charge-low,V_max,,,,,3.5965
4-1,298,charge-low,V_max,,,,,3.5962
4-1,299,charge-low,V_max,,,,,3.5962
4-1,300,charge-low,V_max,,,,,3.5962
4-1,301,charge-low,V_max,,,,,3.5965
4-1,302,charge-low,V_max,,,,,3.5965
4-1,303,charge-low,V_max,,,,,3.5962
4-1,304,charge-low,V_max,,,,,3.5965
4-1,305,charge-low,V_max,,,,,3.5965
4-1,306,charge-low,V_max,,,,,3.5965
4-1,307,charge-low,V_max,,,,,3.5965
4-1,308,charge-low,V_max,,,,,3.5965
4-1,309,charge-low,V_max,,,,,3.5965
4-1,310,charge-low,V_max,,,,,3.5965
4-1,311,charge-low,V_max,,,,,3.5965
4-1,312,charge-low,V_max,,,,,3.5965
4-1,313,charge-low,V_max,,,,,3.5965
4-1,314,charge-low,V_max,,,,,3.5965
4-1,315,charge-low,V_max,,,,,3.5965
4-1,316,charge-low,V_max,,,,,3.5965
4-1,317,charge-low,V_max,,,,,3.5965
4-1,318,charge-low,V_max,,,,,3.5962
4-1,319,charge-low,V_max,,,,,3.5965
4-1,320,charge-low,V_max,,,,,3.5965
4-1,321,charge-low,V_max,,,,,3.5962
4-1,322,charge-low,V_max,,,,,3.5962
4-1,323,charge-low,V_max,,,,,3.5962
4-1,324,charge-low,V_max,,,,,3.5962
4-1,325,charge-low,V_max,,,,,3.5965
4-1,326,charge-low,V_max,,,,,3.5965
4-1,327,charge-low,V_max,,,,,3.5965
4-1,328,charge-low,V_max,,,,,3.5965
4-1,329,charge-low,V_max,,,,,3.5965
4-1,336,charge-low,V_max,,,,,3.5965
4-1,338,charge-low,V_max,,,,,3.5965
4-1,339,charge-low,V_max,,,,,3.5965
4-1,340,charge-low,V_max,,,,,3.5965
4-1,341,charge-low,V_max,,,,,3.5965
4-1,342,charge-low,V_max,,,,,3.5965
4-1,343,charge-low,V_max,,,,,3.5965
4-1,344,charge-low,V_max,,,,,3.5965
4-1,345,charge-low,V_max,,,,,3.5965
4-1,346,charge-low,V_max,,,,,3.5965
4-1,347,charge-low,V_max,,,,,3.5965
4-1,348,charge-low,V_max,,,,,3.5965
4-1,349,charge-low,V_max,,,,,3.5965
4-1,350,charge-low,V_max,,,,,3.5965
4-1,351,charge-low,V_max,,,,,3.5965
4-1,352,charge-low,V_max,,,,,3.5965
4-1,353,charge-low,V_max,,,,,3.5965
4-1,354,charge-low,V_max,,,,,3.5965
4-1,355,charge-low,V_max,,,,,3.5965
4-1,368,charge-low,V_max,,,,,3.5965
4-1,369,charge-low,V_max,,,,,3.5965
4-1,370,charge-low,V_max,,,,,3.5965
4-1,371,charge-low,V_max,,,,,3.5965
4-1,372,charge-low,V_max,,,,,3.5965
4-1,373,charge-low,V_max,,,,,3.5965
4-1,374,charge-low,V_max,,,,,3.5965
4-1,375,charge-low,V_max,,,,,3.5965
4-1,376,charge-low,V_max,,,,,3.5965
4-1,377,charge-low,V_max,,,,,3.5965
4-1,378,charge-low,V_max,,,,,3.5965
4-1,379,charge-low,V_max,,,,,3.5965
4-1,380,charge-low,V_max,,,,,3.5965
4-1,381,charge-low,V_max,,,,,3.5965
4-1,382,charge-low,V_max,,,,,3.5965
4-1,383,charge-low,V_max,,,,,3.5965
4-1,384,charge-low,V_max,,,,,3.5965
4-1,385,charge-low,V_max,,,,,3.5965
4-1,407,charge-low,V_max,,,,,3.5965
4-1,408,charge-low,V_max,,,,,3.5965
4-1,411,charge-low,V_max,,,,,3.5965
4-1,412,charge-low,V_max,,,,,3.5965
4-1,413,charge-low,V_max,,,,,3.5965
4-1,442,charge-low,V_max,,,,,3.5965
4-1,1945,charge-low,V_max,,,,,3.6018
4-1,1946,charge-low,V_max,,,,,3.6018
4-1,1950,charge-low,V_max,,,,,3.6018
4-1,1963,charge-low,V_max,,,,,3.6018
4-1,1969,charge-low,V_max,,,,,3.6018
4-1,1983,charge-low,V_max,,,,,3.6018
4-1,1988,charge-low,V_max,,,,,3.6018
4-1,1996,charge-low,V_max,,,,,3.6018
4-1,1998,charge-low,V_max,,,,,3.6018
4-1,2006,charge-low,V_max,,,,,3.6018
4-1,2016,charge-low,V_max,,,,,3.6018
4-1,2017,charge-low,V_max,,,,,3.6018
4-1,2035,charge-low,V_max,,,,,3.6018
4-1,2041,charge-low,V_max,,,,,3.6018
4-1,2050,charge-low,V_max,,,,,3.6018
4-1,2054,charge-low,V_max,,,,,3.6018
4-1,2061,charge-low,V_max,,,,,3.6018
4-1,2067,charge-low,V_max,,,,,3.6018
4-1,2069,charge-low,V_max,,,,,3.6018
4-1,2071,charge-low,V_max,,,,,3.6018
4-1,2074,charge-low,V_max,,,,,3.6018
4-1,2090,charge-low,V_max,,,,,3.6018
4-1,2093,charge-low,V_max,,,,,3.6018
4-1,2098,charge-low,V_max,,,,,3.6018
4-1,2103,charge-low,V_max,,,,,3.6018
4-1,2104,charge-low,V_max,,,,,3.6018
4-1,2108,charge-low,V_max,,,,,3.6018
4-1,2110,charge-low,V_max,,,,,3.6018
4-1,2112,charge-low,V_max,,,,,3.6018
4-1,2119,charge-low,V_max,,,,,3.6018
4-1,2126,charge-low,V_max,,,,,3.6018
4-1,2127,charge-low,V_max,,,,,3.6018
4-1,2128,charge-low,V_max,,,,,3.6018
4-1,2151,charge-low,V_max,,,,,3.6018
4-1,2154,charge-low,V_max,,,,,3.6018
4-1,2155,charge-low,V_max,,,,,3.6018
4-1,2165,charge-low,V_max,,,,,3.6018
4-1,2181,charge-low,V_max,,,,,3.6018
4-1,2184,charge-low,V_max,,,,,3.6018
4-1,2185,charge-low,V_max,,,,,3.6018
4-1,2196,charge-low,V_max,,,,,3.6018
4-1,2208,charge-low,V_max,,,,,3.6018
4-1,2217,charge-low,V_max,,,,,3.6018
7-1,289,charge-low,V_max,,,,,3.5965
7-1,290,charge-low,V_max,,,,,3.5965
7-1,293,charge-low,V_max,,,,,3.5965
7-1,313,charge-low,V_max,,,,,3.5965
1-1,1410,discharge-high,V_std,0.0537673105384645,,,,
1-1,1423,discharge-high,V_std,0.0539116286746116,,,,
1-1,1427,discharge-high,V_std,0.0539643876544581,,,,
1-1,1428,discharge-high,V_std,0.0538287079687716,,,,
