cell_id,cycle,scenario,feature,V_std,count,I_std,V_min,V_max
2-4,854,charge-mid,I_std,,,0.0,,
2-4,856,charge-mid,I_std,,,0.0,,
2-4,865,charge-mid,I_std,,,8.962163972894519e-16,,
2-4,882,charge-mid,I_std,,,8.962163972894519e-16,,
2-4,919,charge-mid,I_std,,,8.962163972894519e-16,,
2-4,921,charge-mid,I_std,,,8.962163972894519e-16,,
2-4,922,charge-mid,I_std,,,8.962163972894519e-16,,
2-4,975,charge-mid,I_std,,,8.96364568968945e-16,,
2-4,984,charge-mid,I_std,,,8.96364568968945e-16,,
2-4,992,charge-mid,I_std,,,8.96364568968945e-16,,
2-4,1003,charge-mid,I_std,,,8.96364568968945e-16,,
2-4,1007,charge-mid,I_std,,,8.96364568968945e-16,,
2-4,1037,charge-mid,I_std,,,8.96364568968945e-16,,
2-4,1134,charge-mid,I_std,,,8.966779283803593e-16,,
2-4,1139,charge-mid,I_std,,,8.966779283803593e-16,,
2-4,1155,charge-mid,I_std,,,0.0,,
2-4,1165,charge-mid,I_std,,,0.0,,
2-4,1197,charge-mid,I_std,,,0.0,,
2-4,1204,charge-mid,I_std,,,0.0,,
2-4,1226,charge-mid,I_std,,,0.0,,
2-4,1236,charge-mid,I_std,,,0.0,,
2-4,1237,charge-mid,I_std,,,0.0,,
2-4,1240,charge-mid,I_std,,,0.0,,
2-4,1251,charge-mid,I_std,,,0.0,,
2-4,1252,charge-mid,I_std,,,0.0,,
2-4,1255,charge-mid,I_std,,,0.0,,
2-4,1261,charge-mid,I_std,,,0.0,,
2-4,1386,charge-mid,I_std,,,0.0,,
2-4,1439,charge-mid,I_std,,,0.0,,
2-4,1440,charge-mid,I_std,,,0.0,,
2-5,115,charge-mid,I_std,,,8.955493213523727e-16,,
2-5,219,charge-mid,I_std,,,0.0,,
2-5,223,charge-mid,I_std,,,0.0,,
2-5,226,charge-mid,I_std,,,0.0,,
2-5,318,charge-mid,I_std,,,8.956737291214457e-16,,
2-5,360,charge-mid,I_std,,,8.956737291214457e-16,,
2-5,418,charge-mid,I_std,,,8.956737291214457e-16,,
2-5,433,charge-mid,I_std,,,0.0,,
2-5,448,charge-mid,I_std,,,8.958024086320762e-16,,
2-5,490,charge-mid,I_std,,,8.958024086320762e-16,,
2-5,535,charge-mid,I_std,,,8.959355837474529e-16,,
2-5,547,charge-mid,I_std,,,0.0,,
2-5,548,charge-mid,I_std,,,0.0,,
2-5,579,charge-mid,I_std,,,0.0,,
2-5,591,charge-mid,I_std,,,8.959355837474529e-16,,
2-5,593,charge-mid,I_std,,,8.959355837474529e-16,,
2-5,610,charge-mid,I_std,,,0.0,,
2-5,706,charge-mid,I_std,,,8.96073494251425e-16,,
2-5,725,charge-mid,I_std,,,8.96073494251425e-16,,
2-5,804,charge-mid,I_std,,,8.962163972894519e-16,,
2-5,1075,charge-mid,I_std,,,0.0,,
2-5,1189,charge-mid,I_std,,,0.0,,
2-6,100,charge-mid,I_std,,,8.953124975160615e-16,,
2-6,120,charge-mid,I_std,,,8.954289760825487e-16,,
2-6,152,charge-mid,I_std,,,8.954289760825487e-16,,
2-6,183,charge-mid,I_std,,,8.954289760825487e-16,,
2-6,195,charge-mid,I_std,,,8.954289760825487e-16,,
2-6,198,charge-mid,I_std,,,8.954289760825487e-16,,
2-6,201,charge-mid,I_std,,,8.954289760825487e-16,,
2-6,213,charge-mid,I_std,,,0.0,,
2-6,318,charge-mid,I_std,,,8.955493213523727e-16,,
2-6,324,charge-mid,I_std,,,8.955493213523727e-16,,
2-6,347,charge-mid,I_std,,,8.955493213523727e-16,,
2-6,355,charge-mid,I_std,,,8.955493213523727e-16,,
2-6,387,charge-mid,I_std,,,8.955493213523727e-16,,
2-6,398,charge-mid,I_std,,,8.955493213523727e-16,,
2-6,411,charge-mid,I_std,,,8.955493213523727e-16,,
2-6,477,charge-mid,I_std,,,0.0,,
2-6,553,charge-mid,I_std,,,8.956737291214457e-16,,
2-6,554,charge-mid,I_std,,,8.956737291214457e-16,,
2-6,556,charge-mid,I_std,,,8.956737291214457e-16,,
2-6,579,charge-mid,I_std,,,8.956737291214457e-16,,
2-6,592,charge-mid,I_std,,,0.0,,
2-6,594,charge-mid,I_std,,,0.0,,
2-6,650,charge-mid,I_std,,,0.0,,
2-6,698,charge-mid,I_std,,,0.0,,
2-6,711,charge-mid,I_std,,,0.0,,
2-6,713,charge-mid,I_std,,,0.0,,
2-6,731,charge-mid,I_std,,,8.959355837474529e-16,,
2-6,748,charge-mid,I_std,,,8.959355837474529e-16,,
2-6,841,charge-mid,I_std,,,8.959355837474529e-16,,
2-6,854,charge-mid,I_std,,,8.959355837474529e-16,,
2-6,887,charge-mid,I_std,,,8.96073494251425e-16,,
2-6,928,charge-mid,I_std,,,8.959355837474529e-16,,
2-6,1019,charge-mid,I_std,,,0.0,,
2-6,1022,charge-mid,I_std,,,0.0,,
2-6,1031,charge-mid,I_std,,,0.0,,
2-6,1035,charge-mid,I_std,,,0.0,,
2-6,1040,charge-mid,I_std,,,0.0,,
2-6,1047,charge-mid,I_std,,,8.962163972894519e-16,,
2-6,1057,charge-mid,I_std,,,8.962163972894519e-16,,
2-6,1083,charge-mid,I_std,,,8.962163972894519e-16,,
2-6,1105,charge-mid,I_std,,,0.0,,
2-6,1154,charge-mid,I_std,,,0.0,,
2-6,1183,charge-mid,I_std,,,8.96364568968945e-16,,
2-6,1184,charge-mid,I_std,,,8.96364568968945e-16,,
2-6,1364,charge-mid,I_std,,,0.0,,
2-6,1368,charge-mid,I_std,,,0.0,,
2-6,1378,charge-mid,I_std,,,0.0,,
2-6,1379,charge-mid,I_std,,,0.0,,
2-6,1384,charge-mid,I_std,,,0.0,,
2-6,1385,charge-mid,I_std,,,0.0,,
2-6,1390,charge-mid,I_std,,,0.0,,
2-6,1399,charge-mid,I_std,,,0.0,,
2-6,1411,charge-mid,I_std,,,0.0,,
2-6,1490,charge-mid,I_std,,,0.0,,
2-6,1500,charge-mid,I_std,,,0.0,,
2-7,44,charge-mid,I_std,,,8.953124975160615e-16,,
2-7,98,charge-mid,I_std,,,8.953124975160615e-16,,
2-7,183,charge-mid,I_std,,,8.954289760825487e-16,,
2-7,246,charge-mid,I_std,,,8.954289760825487e-16,,
2-7,295,charge-mid,I_std,,,8.955493213523727e-16,,
2-7,297,charge-mid,I_std,,,8.955493213523727e-16,,
2-7,322,charge-mid,I_std,,,8.955493213523727e-16,,
2-7,354,charge-mid,I_std,,,8.955493213523727e-16,,
2-7,414,charge-mid,I_std,,,8.955493213523727e-16,,
2-7,417,charge-mid,I_std,,,8.955493213523727e-16,,
2-7,434,charge-mid,I_std,,,0.0,,
2-7,436,charge-mid,I_std,,,0.0,,
2-7,440,charge-mid,I_std,,,0.0,,
2-7,446,charge-mid,I_std,,,8.955493213523727e-16,,
2-7,449,charge-mid,I_std,,,8.955493213523727e-16,,
2-7,494,charge-mid,I_std,,,0.0,,
2-7,543,charge-mid,I_std,,,0.0,,
2-7,544,charge-mid,I_std,,,0.0,,
2-7,587,charge-mid,I_std,,,8.956737291214457e-16,,
2-7,651,charge-mid,I_std,,,0.0,,
2-7,704,charge-mid,I_std,,,0.0,,
2-7,709,charge-mid,I_std,,,0.0,,
2-7,764,charge-mid,I_std,,,0.0,,
2-7,815,charge-mid,I_std,,,0.0,,
2-7,831,charge-mid,I_std,,,0.0,,
2-7,848,charge-mid,I_std,,,0.0,,
2-7,861,charge-mid,I_std,,,0.0,,
2-7,871,charge-mid,I_std,,,8.958024086320762e-16,,
2-7,898,charge-mid,I_std,,,8.958024086320762e-16,,
2-7,899,charge-mid,I_std,,,8.958024086320762e-16,,
2-7,923,charge-mid,I_std,,,0.0,,
2-7,957,charge-mid,I_std,,,0.0,,
2-7,971,charge-mid,I_std,,,0.0,,
2-7,978,charge-mid,I_std,,,0.0,,
2-7,1003,charge-mid,I_std,,,8.959355837474529e-16,,
2-7,1006,charge-mid,I_std,,,8.959355837474529e-16,,
2-7,1050,charge-mid,I_std,,,0.0,,
2-7,1092,charge-mid,I_std,,,8.958024086320762e-16,,
2-7,1116,charge-mid,I_std,,,8.959355837474529e-16,,
2-7,1117,charge-mid,I_std,,,8.959355837474529e-16,,
2-7,1118,charge-mid,I_std,,,8.959355837474529e-16,,
2-7,1132,charge-mid,I_std,,,8.959355837474529e-16,,
2-7,1143,charge-mid,I_std,,,8.959355837474529e-16,,
2-7,1157,charge-mid,I_std,,,8.959355837474529e-16,,
2-7,1173,charge-mid,I_std,,,8.959355837474529e-16,,
2-7,1200,charge-mid,I_std,,,8.959355837474529e-16,,
2-7,1233,charge-mid,I_std,,,8.96073494251425e-16,,
2-7,1337,charge-mid,I_std,,,8.96073494251425e-16,,
2-7,1352,charge-mid,I_std,,,8.96073494251425e-16,,
2-7,1354,charge-mid,I_std,,,8.96073494251425e-16,,
2-7,1390,charge-mid,I_std,,,0.0,,
2-7,1531,charge-mid,I_std,,,8.96364568968945e-16,,
2-7,1544,charge-mid,I_std,,,8.96364568968945e-16,,
2-7,1590,charge-mid,I_std,,,0.0,,
2-7,1606,charge-mid,I_std,,,0.0,,
2-7,1612,charge-mid,I_std,,,0.0,,
2-7,1699,charge-mid,I_std,,,0.0,,
2-7,1757,charge-mid,I_std,,,0.0,,
2-7,1767,charge-mid,I_std,,,0.0,,
2-7,1770,charge-mid,I_std,,,0.0,,
2-7,1780,charge-mid,I_std,,,0.0,,
2-7,1821,charge-mid,I_std,,,0.0,,
2-7,1825,charge-mid,I_std,,,0.0,,
2-7,1831,charge-mid,I_std,,,0.0,,
2-7,1832,charge-mid,I_std,,,0.0,,
2-8,301,charge-mid,I_std,,,8.956737291214457e-16,,
2-8,338,charge-mid,I_std,,,8.956737291214457e-16,,
2-8,375,charge-mid,I_std,,,0.0,,
2-8,408,charge-mid,I_std,,,0.0,,
2-8,444,charge-mid,I_std,,,0.0,,
2-8,486,charge-mid,I_std,,,0.0,,
2-8,493,charge-mid,I_std,,,8.958024086320762e-16,,
2-8,494,charge-mid,I_std,,,8.958024086320762e-16,,
2-8,540,charge-mid,I_std,,,8.958024086320762e-16,,
2-8,567,charge-mid,I_std,,,0.0,,
2-8,717,charge-mid,I_std,,,8.959355837474529e-16,,
2-8,726,charge-mid,I_std,,,8.959355837474529e-16,,
2-8,757,charge-mid,I_std,,,8.959355837474529e-16,,
2-8,765,charge-mid,I_std,,,8.959355837474529e-16,,
2-8,836,charge-mid,I_std,,,8.96073494251425e-16,,
2-8,839,charge-mid,I_std,,,8.96073494251425e-16,,
2-8,899,charge-mid,I_std,,,8.962163972894519e-16,,
2-8,901,charge-mid,I_std,,,8.962163972894519e-16,,
2-8,906,charge-mid,I_std,,,8.962163972894519e-16,,
2-8,916,charge-mid,I_std,,,8.962163972894519e-16,,
2-8,923,charge-mid,I_std,,,8.962163972894519e-16,,
2-8,975,charge-mid,I_std,,,8.962163972894519e-16,,
2-8,1075,charge-mid,I_std,,,0.0,,
2-8,1077,charge-mid,I_std,,,0.0,,
2-8,1140,charge-mid,I_std,,,0.0,,
2-8,1141,charge-mid,I_std,,,0.0,,
2-8,1316,charge-mid,I_std,,,0.0,,
2-8,1318,charge-mid,I_std,,,0.0,,
2-8,1338,charge-mid,I_std,,,0.0,,
2-8,1374,charge-mid,I_std,,,0.0,,
2-8,1377,charge-mid,I_std,,,0.0,,
2-8,1379,charge-mid,I_std,,,0.0,,
2-8,1402,charge-mid,I_std,,,0.0,,
2-8,1435,charge-mid,I_std,,,0.0,,
3-1,560,charge-mid,I_std,,,8.956737291214457e-16,,
3-1,1290,charge-mid,I_std,,,8.962163972894519e-16,,
3-1,1720,charge-mid,I_std,,,8.97195690676443e-16,,
3-1,1728,charge-mid,I_std,,,8.97195690676443e-16,,
3-1,1732,charge-mid,I_std,,,8.97195690676443e-16,,
3-1,1768,charge-mid,I_std,,,8.97195690676443e-16,,
3-1,1819,charge-mid,I_std,,,0.0,,
3-1,1821,charge-mid,I_std,,,0.0,,
3-1,1828,charge-mid,I_std,,,0.0,,
3-1,1839,charge-mid,I_std,,,0.0,,
3-1,1841,charge-mid,I_std,,,0.0,,
3-1,1844,charge-mid,I_std,,,0.0,,
3-1,1850,charge-mid,I_std,,,0.0,,
3-2,1420,charge-mid,I_std,,,0.0,,
3-2,1875,charge-mid,I_std,,,0.0,,
3-2,1882,charge-mid,I_std,,,0.0,,
3-2,1884,charge-mid,I_std,,,0.0,,
3-2,1886,charge-mid,I_std,,,0.0,,
3-2,1888,charge-mid,I_std,,,0.0,,
3-2,1890,charge-mid,I_std,,,0.0,,
3-2,1891,charge-mid,I_std,,,0.0,,
3-2,1894,charge-mid,I_std,,,0.0,,
3-2,1935,charge-mid,I_std,,,8.97195690676443e-16,,
3-2,1984,charge-mid,I_std,,,8.97195690676443e-16,,
3-2,1985,charge-mid,I_std,,,8.97195690676443e-16,,
3-2,2011,charge-mid,I_std,,,8.97195690676443e-16,,
3-2,2018,charge-mid,I_std,,,8.97195690676443e-16,,
3-2,2032,charge-mid,I_std,,,0.0,,
3-2,2039,charge-mid,I_std,,,0.0,,
3-2,2042,charge-mid,I_std,,,0.0,,
3-2,2044,charge-mid,I_std,,,0.0,,
3-2,2058,charge-mid,I_std,,,8.97195690676443e-16,,
3-2,2109,charge-mid,I_std,,,0.0,,
3-2,2150,charge-mid,I_std,,,0.0,,
3-2,2152,charge-mid,I_std,,,0.0,,
3-2,2155,charge-mid,I_std,,,0.0,,
3-2,2163,charge-mid,I_std,,,0.0,,
3-2,2167,charge-mid,I_std,,,0.0,,
3-2,2168,charge-mid,I_std,,,0.0,,
3-2,2182,charge-mid,I_std,,,0.0,,
3-2,2185,charge-mid,I_std,,,0.0,,
3-4,137,charge-mid,I_std,,,8.956737291214457e-16,,
3-5,1549,charge-mid,I_std,,,8.96073494251425e-16,,
3-5,1571,charge-mid,I_std,,,8.959355837474529e-16,,
3-5,1584,charge-mid,I_std,,,8.959355837474529e-16,,
3-5,1593,charge-mid,I_std,,,8.96073494251425e-16,,
3-5,1596,charge-mid,I_std,,,8.96073494251425e-16,,
3-5,1614,charge-mid,I_std,,,8.96073494251425e-16,,
3-5,1649,charge-mid,I_std,,,8.96073494251425e-16,,
3-5,1676,charge-mid,I_std,,,8.962163972894519e-16,,
3-5,1860,charge-mid,I_std,,,8.96364568968945e-16,,
3-5,1899,charge-mid,I_std,,,0.0,,
3-5,2121,charge-mid,I_std,,,0.0,,
3-5,2228,charge-mid,I_std,,,0.0,,
3-5,2265,charge-mid,I_std,,,8.97195690676443e-16,,
3-5,2282,charge-mid,I_std,,,8.97195690676443e-16,,
3-5,2289,charge-mid,I_std,,,8.97195690676443e-16,,
3-5,2313,charge-mid,I_std,,,0.0,,
3-5,2381,charge-mid,I_std,,,0.0,,
3-5,2382,charge-mid,I_std,,,0.0,,
3-5,2384,charge-mid,I_std,,,0.0,,
3-5,2386,charge-mid,I_std,,,0.0,,
3-5,2388,charge-mid,I_std,,,0.0,,
3-5,2389,charge-mid,I_std,,,0.0,,
3-5,2390,charge-mid,I_std,,,0.0,,
3-5,2392,charge-mid,I_std,,,0.0,,
3-5,2393,charge-mid,I_std,,,0.0,,
3-5,2397,charge-mid,I_std,,,0.0,,
3-5,2427,charge-mid,I_std,,,0.0,,
3-5,2428,charge-mid,I_std,,,0.0,,
3-5,2429,charge-mid,I_std,,,0.0,,
3-5,2434,charge-mid,I_std,,,0.0,,
3-5,2437,charge-mid,I_std,,,0.0,,
3-5,2438,charge-mid,I_std,,,0.0,,
3-5,2442,charge-mid,I_std,,,0.0,,
3-5,2443,charge-mid,I_std,,,0.0,,
3-5,2446,charge-mid,I_std,,,0.0,,
3-5,2457,charge-mid,I_std,,,0.0,,
3-5,2476,charge-mid,I_std,,,0.0,,
3-5,2477,charge-mid,I_std,,,0.0,,
3-5,2478,charge-mid,I_std,,,0.0,,
3-5,2502,charge-mid,I_std,,,0.0,,
3-5,2515,charge-mid,I_std,,,0.0,,
3-5,2517,charge-mid,I_std,,,0.0,,
3-5,2531,charge-mid,I_std,,,0.0,,
3-5,2532,charge-mid,I_std,,,0.0,,
3-5,2548,charge-mid,I_std,,,0.0,,
3-5,2549,charge-mid,I_std,,,0.0,,
3-5,2550,charge-mid,I_std,,,0.0,,
3-5,2633,charge-mid,I_std,,,0.0,,
3-6,1542,charge-mid,I_std,,,8.962163972894519e-16,,
3-6,1721,charge-mid,I_std,,,0.0,,
3-6,1748,charge-mid,I_std,,,0.0,,
3-6,1911,charge-mid,I_std,,,0.0,,
3-6,1958,charge-mid,I_std,,,0.0,,
3-6,1960,charge-mid,I_std,,,0.0,,
3-6,1966,charge-mid,I_std,,,0.0,,
3-6,2047,charge-mid,I_std,,,0.0,,
3-6,2088,charge-mid,I_std,,,0.0,,
3-6,2121,charge-mid,I_std,,,0.0,,
3-6,2226,charge-mid,I_std,,,0.0,,
3-6,2227,charge-mid,I_std,,,0.0,,
3-6,2229,charge-mid,I_std,,,0.0,,
3-6,2248,charge-mid,I_std,,,0.0,,
3-6,2264,charge-mid,I_std,,,0.0,,
3-6,2268,charge-mid,I_std,,,0.0,,
3-6,2273,charge-mid,I_std,,,0.0,,
3-6,2293,charge-mid,I_std,,,0.0,,
3-6,2294,charge-mid,I_std,,,0.0,,
3-6,2346,charge-mid,I_std,,,0.0,,
3-6,2363,charge-mid,I_std,,,0.0,,
3-6,2365,charge-mid,I_std,,,0.0,,
3-6,2448,charge-mid,I_std,,,0.0,,
3-7,1822,charge-mid,I_std,,,8.968437802135321e-16,,
3-7,1890,charge-mid,I_std,,,8.968437802135321e-16,,
3-7,1916,charge-mid,I_std,,,8.968437802135321e-16,,
3-7,1929,charge-mid,I_std,,,8.970162335908041e-16,,
3-7,1942,charge-mid,I_std,,,8.970162335908041e-16,,
3-7,1945,charge-mid,I_std,,,8.970162335908041e-16,,
3-7,1949,charge-mid,I_std,,,8.970162335908041e-16,,
3-7,2038,charge-mid,I_std,,,8.97195690676443e-16,,
3-7,2061,charge-mid,I_std,,,8.97195690676443e-16,,
3-7,2215,charge-mid,I_std,,,0.0,,
3-7,2228,charge-mid,I_std,,,0.0,,
3-7,2232,charge-mid,I_std,,,0.0,,
3-7,2236,charge-mid,I_std,,,0.0,,
3-7,2238,charge-mid,I_std,,,0.0,,
3-7,2287,charge-mid,I_std,,,0.0,,
3-7,2289,charge-mid,I_std,,,0.0,,
3-7,2298,charge-mid,I_std,,,0.0,,
3-8,1830,charge-mid,I_std,,,0.0,,
3-8,1971,charge-mid,I_std,,,0.0,,
3-8,2039,charge-mid,I_std,,,0.0,,
3-8,2049,charge-mid,I_std,,,0.0,,
3-8,2053,charge-mid,I_std,,,0.0,,
3-8,2058,charge-mid,I_std,,,0.0,,
3-8,2094,charge-mid,I_std,,,0.0,,
3-8,2151,charge-mid,I_std,,,0.0,,
3-8,2166,charge-mid,I_std,,,0.0,,
3-8,2167,charge-mid,I_std,,,0.0,,
3-8,2170,charge-mid,I_std,,,0.0,,
3-8,2178,charge-mid,I_std,,,0.0,,
3-8,2207,charge-mid,I_std,,,0.0,,
3-8,2208,charge-mid,I_std,,,0.0,,
3-8,2213,charge-mid,I_std,,,0.0,,
3-8,2217,charge-mid,I_std,,,0.0,,
3-8,2225,charge-mid,I_std,,,0.0,,
4-1,609,charge-mid,I_std,,,0.0008496573724136,,
4-1,635,charge-mid,I_std,,,0.000844251749746,,
4-1,695,charge-mid,I_std,,,0.0008305794629665,,
4-1,724,charge-mid,I_std,,,0.0008249262006626,,
4-1,732,charge-mid,I_std,,,0.0008670527259182,,
4-1,737,charge-mid,I_std,,,0.0008524471729663,,
4-1,744,charge-mid,I_std,,,0.0008808223622718,,
4-1,761,charge-mid,I_std,,,0.0008397520229003,,
4-1,769,charge-mid,I_std,,,0.0009392446944981,,
4-1,776,charge-mid,I_std,,,0.0008291961279371,,
4-1,777,charge-mid,I_std,,,0.0008338597908456,,
4-1,783,charge-mid,I_std,,,0.0008446919904544,,
4-1,792,charge-mid,I_std,,,0.0008573668454381,,
4-1,795,charge-mid,I_std,,,0.0008492277923894,,
4-1,802,charge-mid,I_std,,,0.0008439212626803,,
4-1,804,charge-mid,I_std,,,0.0008315836258065,,
4-1,806,charge-mid,I_std,,,0.0008268909045871,,
4-1,828,charge-mid,I_std,,,0.0008413115427223,,
4-1,831,charge-mid,I_std,,,0.0008537182649932,,
4-1,838,charge-mid,I_std,,,0.0009389539944804,,
4-1,845,charge-mid,I_std,,,0.0008424305859808,,
4-1,850,charge-mid,I_std,,,0.0008259857811045,,
4-1,854,charge-mid,I_std,,,0.0008529586421692,,
4-1,856,charge-mid,I_std,,,0.000835845384962,,
4-1,861,charge-mid,I_std,,,0.0008309990233994,,
4-1,864,charge-mid,I_std,,,0.0008660040454032,,
4-1,865,charge-mid,I_std,,,0.0008709365243933,,
4-1,870,charge-mid,I_std,,,0.000835337867388,,
4-1,877,charge-mid,I_std,,,0.0008621093765485,,
4-1,886,charge-mid,I_std,,,0.0008939851607463,,
4-1,890,charge-mid,I_std,,,0.0009033360232837,,
4-1,891,charge-mid,I_std,,,0.0008350516283563,,
4-1,895,charge-mid,I_std,,,0.0008422379659506,,
4-1,903,charge-mid,I_std,,,0.000906802817079,,
4-1,904,charge-mid,I_std,,,0.0008418272264841,,
4-1,907,charge-mid,I_std,,,0.0008272983348136,,
4-1,915,charge-mid,I_std,,,0.0008617978085346,,
4-1,922,charge-mid,I_std,,,0.0008585267844188,,
4-1,924,charge-mid,I_std,,,0.000916856263734,,
4-1,932,charge-mid,I_std,,,0.000852767548889,,
4-1,933,charge-mid,I_std,,,0.000832033638624,,
4-1,937,charge-mid,I_std,,,0.0008830041562689,,
4-1,950,charge-mid,I_std,,,0.0008655567767827,,
4-1,951,charge-mid,I_std,,,0.0008802308024968,,
4-1,954,charge-mid,I_std,,,0.0008521353099515,,
4-1,957,charge-mid,I_std,,,0.0008357681097848,,
4-1,958,charge-mid,I_std,,,0.0008990729700719,,
4-1,968,charge-mid,I_std,,,0.0008361345150862,,
4-1,973,charge-mid,I_std,,,0.0008274317468767,,
4-1,977,charge-mid,I_std,,,0.0008403828268947,,
4-1,1002,charge-mid,I_std,,,0.0008629205959342,,
4-1,1035,charge-mid,I_std,,,0.0008333696967264,,
4-1,1047,charge-mid,I_std,,,0.0008404783768762,,
4-1,1083,charge-mid,I_std,,,0.00083014700362,,
4-1,1087,charge-mid,I_std,,,0.000943296723875,,
4-1,1092,charge-mid,I_std,,,0.0009259824086087,,
4-1,1093,charge-mid,I_std,,,0.0009448185103732,,
4-1,1123,charge-mid,I_std,,,0.0008333944463807,,
4-1,1128,charge-mid,I_std,,,0.0008397225866656,,
4-1,1130,charge-mid,I_std,,,0.0008389747517568,,
4-1,1132,charge-mid,I_std,,,0.0008518174216342,,
4-1,1135,charge-mid,I_std,,,0.0008366894573977,,
4-1,1158,charge-mid,I_std,,,0.0008658098835113,,
4-1,1163,charge-mid,I_std,,,0.0008299732236333,,
4-1,1165,charge-mid,I_std,,,0.0008603861259426,,
4-1,1186,charge-mid,I_std,,,0.0008282241995229,,
4-1,1191,charge-mid,I_std,,,0.0008348509471134,,
4-1,1209,charge-mid,I_std,,,0.000870868781772,,
4-1,1230,charge-mid,I_std,,,0.0008372355368449,,
4-1,1233,charge-mid,I_std,,,0.0008835668563331,,
4-1,1234,charge-mid,I_std,,,0.0008966592940524,,
4-1,1239,charge-mid,I_std,,,0.0008232399564976,,
4-1,1243,charge-mid,I_std,,,0.0008605762943759,,
4-1,1248,charge-mid,I_std,,,0.0008624482668468,,
4-1,1259,charge-mid,I_std,,,0.0008679777213014,,
4-1,1262,charge-mid,I_std,,,0.0008256643134119,,
4-1,1266,charge-mid,I_std,,,0.0008356244845749,,
4-1,1270,charge-mid,I_std,,,0.0008372155458006,,
4-1,1280,charge-mid,I_std,,,0.000847401222072,,
4-1,1285,charge-mid,I_std,,,0.0008864643765596,,
4-1,1290,charge-mid,I_std,,,0.0009458334982932,,
4-1,1293,charge-mid,I_std,,,0.0008491332288044,,
4-1,1294,charge-mid,I_std,,,0.0008290266550633,,
4-1,1295,charge-mid,I_std,,,0.0008277323113308,,
4-1,1300,charge-mid,I_std,,,0.0008266574063859,,
4-1,1301,charge-mid,I_std,,,0.0008788241110609,,
4-1,1321,charge-mid,I_std,,,0.0008339692097778,,
4-1,1344,charge-mid,I_std,,,0.0008645608449067,,
4-1,1371,charge-mid,I_std,,,0.0008499049412088,,
4-1,1389,charge-mid,I_std,,,0.0008373283230244,,
4-1,1414,charge-mid,I_std,,,0.000850589892359,,
4-1,1442,charge-mid,I_std,,,0.0008526243898507,,
4-1,1477,charge-mid,I_std,,,0.0008561469477179,,
4-1,1488,charge-mid,I_std,,,0.0008261071388699,,
4-1,1534,charge-mid,I_std,,,0.0008320075109738,,
4-1,1541,charge-mid,I_std,,,0.0008336268036712,,
4-1,1560,charge-mid,I_std,,,0.0008259488328544,,
4-1,1599,charge-mid,I_std,,,0.000830812203113,,
4-1,1605,charge-mid,I_std,,,0.0008710153155625,,
4-1,1633,charge-mid,I_std,,,0.0008567096233905,,
4-1,1641,charge-mid,I_std,,,0.0008764330996885,,
4-1,1662,charge-mid,I_std,,,0.000908506965114,,
4-1,1663,charge-mid,I_std,,,0.0008465639020486,,
4-1,1673,charge-mid,I_std,,,0.0008776349364976,,
4-1,1701,charge-mid,I_std,,,0.0008402051549873,,
4-1,1716,charge-mid,I_std,,,0.0008507371088927,,
4-1,1722,charge-mid,I_std,,,0.0008365149905789,,
4-1,1796,charge-mid,I_std,,,0.0008267381251654,,
4-1,1799,charge-mid,I_std,,,0.0009398671924089,,
4-1,1801,charge-mid,I_std,,,0.0008780068568777,,
4-1,1803,charge-mid,I_std,,,0.0008525138056587,,
4-1,1810,charge-mid,I_std,,,0.00089190973696,,
4-1,1811,charge-mid,I_std,,,0.0008264497294783,,
4-1,1813,charge-mid,I_std,,,0.000840815699618,,
4-1,1824,charge-mid,I_std,,,0.0008240942740665,,
4-1,1832,charge-mid,I_std,,,0.0008421799802628,,
4-1,1851,charge-mid,I_std,,,0.00084780954206,,
4-1,1853,charge-mid,I_std,,,0.0008567017922152,,
4-1,1859,charge-mid,I_std,,,0.0008416105475372,,
4-1,1864,charge-mid,I_std,,,0.0008709178840652,,
4-1,1874,charge-mid,I_std,,,0.0008259839527474,,
4-1,1882,charge-mid,I_std,,,0.0008837665826163,,
4-1,1889,charge-mid,I_std,,,0.0008538369224835,,
4-1,1900,charge-mid,I_std,,,0.0008556425917976,,
4-1,1921,charge-mid,I_std,,,0.0008567339257949,,
4-1,1925,charge-mid,I_std,,,0.0008921569808231,,
4-1,1931,charge-mid,I_std,,,0.0008828597916796,,
4-1,1932,charge-mid,I_std,,,0.0008622474054675,,
4-1,1935,charge-mid,I_std,,,0.0008601000397812,,
4-1,1950,charge-mid,I_std,,,0.0008471696936246,,
4-1,1959,charge-mid,I_std,,,0.0008329539272361,,
4-1,1971,charge-mid,I_std,,,0.0008577003901036,,
4-1,1974,charge-mid,I_std,,,0.0008663243724885,,
4-1,1981,charge-mid,I_std,,,0.0008861078388329,,
4-1,1983,charge-mid,I_std,,,0.0008809024921525,,
4-1,1984,charge-mid,I_std,,,0.0008721517783563,,
4-1,1985,charge-mid,I_std,,,0.0009336699314086,,
4-1,1986,charge-mid,I_std,,,0.0008322209241943,,
4-1,1992,charge-mid,I_std,,,0.0008344760362661,,
4-1,1993,charge-mid,I_std,,,0.0008232734458652,,
4-1,1998,charge-mid,I_std,,,0.0008985959380411,,
4-1,1999,charge-mid,I_std,,,0.0008789285472417,,
4-1,2006,charge-mid,I_std,,,0.0008342186963462,,
4-1,2009,charge-mid,I_std,,,0.0008937201067739,,
4-1,2011,charge-mid,I_std,,,0.0008463809008076,,
